,name,indicator,indicator2,year,value
15608,Italy,gini,GINI index,1992,
15609,Jamaica,gini,GINI index,1992,
15610,Japan,gini,GINI index,1992,
15611,Jersey,gini,GINI index,1992,
15612,Jordan,gini,GINI index,1992,43.36
15613,Kazakhstan,gini,GINI index,1992,
15614,Kenya,gini,GINI index,1992,57.46
15615,Kiribati,gini,GINI index,1992,
15616,North Korea,gini,GINI index,1992,
15617,South Korea,gini,GINI index,1992,
15618,United Korea (former),gini,GINI index,1992,
15619,Kosovo,gini,GINI index,1992,
15620,Kuwait,gini,GINI index,1992,
15621,Kyrgyz Republic,gini,GINI index,1992,
15622,Lao,gini,GINI index,1992,30.43
15623,Latvia,gini,GINI index,1992,
15624,Lebanon,gini,GINI index,1992,
15625,Lesotho,gini,GINI index,1992,
15626,Liberia,gini,GINI index,1992,
15627,Libya,gini,GINI index,1992,
15628,Liechtenstein,gini,GINI index,1992,
15629,Lithuania,gini,GINI index,1992,
15630,Luxembourg,gini,GINI index,1992,
15631,"Macao, China",gini,GINI index,1992,
15632,"Macedonia, FYR",gini,GINI index,1992,
15633,Madagascar,gini,GINI index,1992,
15634,Malawi,gini,GINI index,1992,
15635,Malaysia,gini,GINI index,1992,47.65
15636,Maldives,gini,GINI index,1992,
15637,Mali,gini,GINI index,1992,
15638,Malta,gini,GINI index,1992,
15639,Marshall Islands,gini,GINI index,1992,
15640,Martinique,gini,GINI index,1992,
15641,Mauritania,gini,GINI index,1992,
15642,Mauritius,gini,GINI index,1992,
15643,Mayotte,gini,GINI index,1992,
15644,Mexico,gini,GINI index,1992,51.06
15645,"Micronesia, Fed. Sts.",gini,GINI index,1992,
15646,Moldova,gini,GINI index,1992,34.32
15647,Monaco,gini,GINI index,1992,
15648,Mongolia,gini,GINI index,1992,
15649,Montenegro,gini,GINI index,1992,
15650,Montserrat,gini,GINI index,1992,
15651,Morocco,gini,GINI index,1992,
15652,Mozambique,gini,GINI index,1992,
15653,Myanmar,gini,GINI index,1992,
15654,Namibia,gini,GINI index,1992,
15655,Nauru,gini,GINI index,1992,
15656,Nepal,gini,GINI index,1992,
15657,Netherlands,gini,GINI index,1992,
15658,Netherlands Antilles,gini,GINI index,1992,
15659,New Caledonia,gini,GINI index,1992,
15660,New Zealand,gini,GINI index,1992,
15661,Ngorno-Karabakh,gini,GINI index,1992,
15662,Nicaragua,gini,GINI index,1992,
15663,Niger,gini,GINI index,1992,36.1
15664,Nigeria,gini,GINI index,1992,44.95
15665,Niue,gini,GINI index,1992,
15666,Norfolk Island,gini,GINI index,1992,
15667,Northern Cyprus,gini,GINI index,1992,
15668,Northern Mariana Islands,gini,GINI index,1992,
15669,Norway,gini,GINI index,1992,
15670,Oman,gini,GINI index,1992,
15671,Pakistan,gini,GINI index,1992,
15672,Palau,gini,GINI index,1992,
15673,Panama,gini,GINI index,1992,
15674,Papua New Guinea,gini,GINI index,1992,
15675,Paraguay,gini,GINI index,1992,
15676,Peru,gini,GINI index,1992,
15677,Philippines,gini,GINI index,1992,
15678,Pitcairn,gini,GINI index,1992,
15679,Poland,gini,GINI index,1992,26.7
15680,Portugal,gini,GINI index,1992,
15681,Puerto Rico,gini,GINI index,1992,
15682,Qatar,gini,GINI index,1992,
15683,Reunion,gini,GINI index,1992,
15684,Romania,gini,GINI index,1992,25.46
15685,Russia,gini,GINI index,1992,
15686,Rwanda,gini,GINI index,1992,
15687,St. Barthélemy,gini,GINI index,1992,
15688,St. Helena,gini,GINI index,1992,
15689,St. Kitts and Nevis,gini,GINI index,1992,
15690,St. Lucia,gini,GINI index,1992,
15691,St. Martin,gini,GINI index,1992,
15692,St. Vincent and the Grenadines,gini,GINI index,1992,
15693,St.-Pierre-et-Miquelon,gini,GINI index,1992,
15694,Samoa,gini,GINI index,1992,
15695,San Marino,gini,GINI index,1992,
15696,Sao Tome and Principe,gini,GINI index,1992,
15697,Saudi Arabia,gini,GINI index,1992,
15698,Senegal,gini,GINI index,1992,
15699,Serbia,gini,GINI index,1992,
15700,Serbia and Montenegro,gini,GINI index,1992,
15701,Serbia excluding Kosovo,gini,GINI index,1992,
15702,Seychelles,gini,GINI index,1992,
15703,Sierra Leone,gini,GINI index,1992,
15704,Singapore,gini,GINI index,1992,
15705,Slovak Republic,gini,GINI index,1992,19.49
15706,Slovenia,gini,GINI index,1992,
15707,Solomon Islands,gini,GINI index,1992,
15708,Somalia,gini,GINI index,1992,
15709,Somaliland,gini,GINI index,1992,
15710,South Africa,gini,GINI index,1992,
15711,South Ossetia,gini,GINI index,1992,
15712,Spain,gini,GINI index,1992,
15713,Sri Lanka,gini,GINI index,1992,
15714,Sudan,gini,GINI index,1992,
15715,Suriname,gini,GINI index,1992,
15716,Svalbard,gini,GINI index,1992,
15717,Swaziland,gini,GINI index,1992,
15718,Sweden,gini,GINI index,1992,
15719,Switzerland,gini,GINI index,1992,
15720,Syria,gini,GINI index,1992,
15721,Taiwan,gini,GINI index,1992,
15722,Tajikistan,gini,GINI index,1992,
15723,Tanzania,gini,GINI index,1992,33.83
15724,Thailand,gini,GINI index,1992,47.86
15725,Timor-Leste,gini,GINI index,1992,
15726,Togo,gini,GINI index,1992,
15727,Tokelau,gini,GINI index,1992,
15728,Tonga,gini,GINI index,1992,
15729,Transnistria,gini,GINI index,1992,
15730,Trinidad and Tobago,gini,GINI index,1992,40.27
15731,Tunisia,gini,GINI index,1992,
15732,Turkey,gini,GINI index,1992,
15733,Turkmenistan,gini,GINI index,1992,
15734,Turks and Caicos Islands,gini,GINI index,1992,
15735,Tuvalu,gini,GINI index,1992,
15736,Uganda,gini,GINI index,1992,42.62
15737,Ukraine,gini,GINI index,1992,25.71
15738,United Arab Emirates,gini,GINI index,1992,
15739,United Kingdom,gini,GINI index,1992,
15740,United States,gini,GINI index,1992,
15741,Uruguay,gini,GINI index,1992,40.08
15742,USSR,gini,GINI index,1992,
15743,Uzbekistan,gini,GINI index,1992,
15744,Wallis et Futuna,gini,GINI index,1992,
15745,Vanuatu,gini,GINI index,1992,
15746,Venezuela,gini,GINI index,1992,42.1
15747,West Bank and Gaza,gini,GINI index,1992,
15748,West Germany,gini,GINI index,1992,
15749,Western Sahara,gini,GINI index,1992,
15750,Vietnam,gini,GINI index,1992,
15751,Virgin Islands (U.S.),gini,GINI index,1992,
15752,North Yemen (former),gini,GINI index,1992,
15753,South Yemen (former),gini,GINI index,1992,
15754,Yemen,gini,GINI index,1992,
15755,Yugoslavia,gini,GINI index,1992,
15756,Zambia,gini,GINI index,1992,
15757,Zimbabwe,gini,GINI index,1992,
15758,Åland,gini,GINI index,1992,
15759,South Sudan,gini,GINI index,1992,
15760,Christian,gini,GINI index,1992,
15761,Coastline,gini,GINI index,1992,
15762,Curaçao,gini,GINI index,1992,
15763,Sint Maarten (Dutch part),gini,GINI index,1992,
15764,St. Martin (French part),gini,GINI index,1992,
15765,Antarctica,gini,GINI index,1992,
15766,"Virgin Islands, British",gini,GINI index,1992,
15767,Hawaiian Trade Zone,gini,GINI index,1992,
15768,U.S. Pacific Islands,gini,GINI index,1992,
15769,Wake Island,gini,GINI index,1992,
15770,Abkhazia,gini,GINI index,1993,
15771,Afghanistan,gini,GINI index,1993,
15772,Akrotiri and Dhekelia,gini,GINI index,1993,
15773,Albania,gini,GINI index,1993,
15774,Algeria,gini,GINI index,1993,
15775,American Samoa,gini,GINI index,1993,
15776,Andorra,gini,GINI index,1993,
15777,Angola,gini,GINI index,1993,
15778,Anguilla,gini,GINI index,1993,
15779,Antigua and Barbuda,gini,GINI index,1993,
15780,Argentina,gini,GINI index,1993,44.89
15781,Armenia,gini,GINI index,1993,
15782,Aruba,gini,GINI index,1993,
15783,Australia,gini,GINI index,1993,
15784,Austria,gini,GINI index,1993,
15785,Azerbaijan,gini,GINI index,1993,
15786,Bahamas,gini,GINI index,1993,
15787,Bahrain,gini,GINI index,1993,
15788,Bangladesh,gini,GINI index,1993,
15789,Barbados,gini,GINI index,1993,
15790,Belarus,gini,GINI index,1993,21.6
15791,Belgium,gini,GINI index,1993,
15792,Belize,gini,GINI index,1993,59.94
15793,Benin,gini,GINI index,1993,
15794,Bermuda,gini,GINI index,1993,
15795,Bhutan,gini,GINI index,1993,
15796,Bolivia,gini,GINI index,1993,53.55
15797,Bosnia and Herzegovina,gini,GINI index,1993,
15798,Botswana,gini,GINI index,1993,
15799,Brazil,gini,GINI index,1993,60.8
15800,British Virgin Islands,gini,GINI index,1993,
15801,Brunei,gini,GINI index,1993,
15802,Bulgaria,gini,GINI index,1993,
15803,Burkina Faso,gini,GINI index,1993,
15804,Burundi,gini,GINI index,1993,
15805,Cambodia,gini,GINI index,1993,
15806,Cameroon,gini,GINI index,1993,
15807,Canada,gini,GINI index,1993,
15808,Cape Verde,gini,GINI index,1993,
15809,Cayman Islands,gini,GINI index,1993,
15810,Central African Republic,gini,GINI index,1993,
15811,Chad,gini,GINI index,1993,
15812,Channel Islands,gini,GINI index,1993,
15813,Chile,gini,GINI index,1993,
15814,China,gini,GINI index,1993,35.5
15815,Christmas Island,gini,GINI index,1993,
15816,Cocos Island,gini,GINI index,1993,
15817,Colombia,gini,GINI index,1993,
15818,Comoros,gini,GINI index,1993,
15819,"Congo, Dem. Rep.",gini,GINI index,1993,
15820,"Congo, Rep.",gini,GINI index,1993,
15821,Cook Is,gini,GINI index,1993,
15822,Costa Rica,gini,GINI index,1993,46.0
15823,Cote d'Ivoire,gini,GINI index,1993,36.91
15824,Croatia,gini,GINI index,1993,
15825,Cuba,gini,GINI index,1993,
15826,Cyprus,gini,GINI index,1993,
15827,Czech Republic,gini,GINI index,1993,26.6
15828,Czechoslovakia,gini,GINI index,1993,
15829,Denmark,gini,GINI index,1993,
15830,Djibouti,gini,GINI index,1993,
15831,Dominica,gini,GINI index,1993,
15832,Dominican Republic,gini,GINI index,1993,
15833,East Germany,gini,GINI index,1993,
15834,Ecuador,gini,GINI index,1993,
15835,Egypt,gini,GINI index,1993,
15836,El Salvador,gini,GINI index,1993,
15837,Equatorial Guinea,gini,GINI index,1993,
15838,Eritrea,gini,GINI index,1993,
15839,Eritrea and Ethiopia,gini,GINI index,1993,
15840,Estonia,gini,GINI index,1993,39.5
15841,Ethiopia,gini,GINI index,1993,
15842,Faeroe Islands,gini,GINI index,1993,
15843,Falkland Is (Malvinas),gini,GINI index,1993,
15844,Fiji,gini,GINI index,1993,
15845,Finland,gini,GINI index,1993,
15846,France,gini,GINI index,1993,
15847,French Guiana,gini,GINI index,1993,
15848,French Polynesia,gini,GINI index,1993,
15849,Gabon,gini,GINI index,1993,
15850,Gambia,gini,GINI index,1993,
15851,Georgia,gini,GINI index,1993,
15852,Germany,gini,GINI index,1993,
15853,Ghana,gini,GINI index,1993,
15854,Gibraltar,gini,GINI index,1993,
15855,Greece,gini,GINI index,1993,
15856,Greenland,gini,GINI index,1993,
15857,Grenada,gini,GINI index,1993,
15858,Guadeloupe,gini,GINI index,1993,
15859,Guam,gini,GINI index,1993,
15860,Guatemala,gini,GINI index,1993,
15861,Guernsey,gini,GINI index,1993,
15862,Guinea,gini,GINI index,1993,
15863,Guinea-Bissau,gini,GINI index,1993,47.84
15864,Guyana,gini,GINI index,1993,51.55
15865,Haiti,gini,GINI index,1993,
15866,Holy See,gini,GINI index,1993,
15867,Honduras,gini,GINI index,1993,53.47
15868,"Hong Kong, China",gini,GINI index,1993,
15869,Hungary,gini,GINI index,1993,27.94
15870,Iceland,gini,GINI index,1993,
15871,India,gini,GINI index,1993,
15872,Indonesia,gini,GINI index,1993,29.31
15873,Iran,gini,GINI index,1993,
15874,Iraq,gini,GINI index,1993,
15875,Ireland,gini,GINI index,1993,
15876,Isle of Man,gini,GINI index,1993,
15877,Israel,gini,GINI index,1993,
15878,Italy,gini,GINI index,1993,
15879,Jamaica,gini,GINI index,1993,35.67
15880,Japan,gini,GINI index,1993,24.85
15881,Jersey,gini,GINI index,1993,
15882,Jordan,gini,GINI index,1993,
15883,Kazakhstan,gini,GINI index,1993,32.67
15884,Kenya,gini,GINI index,1993,
15885,Kiribati,gini,GINI index,1993,
15886,North Korea,gini,GINI index,1993,
15887,South Korea,gini,GINI index,1993,
15888,United Korea (former),gini,GINI index,1993,
15889,Kosovo,gini,GINI index,1993,
15890,Kuwait,gini,GINI index,1993,
15891,Kyrgyz Republic,gini,GINI index,1993,53.7
15892,Lao,gini,GINI index,1993,
15893,Latvia,gini,GINI index,1993,26.99
15894,Lebanon,gini,GINI index,1993,
15895,Lesotho,gini,GINI index,1993,57.94
15896,Liberia,gini,GINI index,1993,
15897,Libya,gini,GINI index,1993,
15898,Liechtenstein,gini,GINI index,1993,
15899,Lithuania,gini,GINI index,1993,33.64
15900,Luxembourg,gini,GINI index,1993,
15901,"Macao, China",gini,GINI index,1993,
15902,"Macedonia, FYR",gini,GINI index,1993,
15903,Madagascar,gini,GINI index,1993,46.12
15904,Malawi,gini,GINI index,1993,
15905,Malaysia,gini,GINI index,1993,
15906,Maldives,gini,GINI index,1993,
15907,Mali,gini,GINI index,1993,
15908,Malta,gini,GINI index,1993,
15909,Marshall Islands,gini,GINI index,1993,
15910,Martinique,gini,GINI index,1993,
15911,Mauritania,gini,GINI index,1993,50.05
15912,Mauritius,gini,GINI index,1993,
15913,Mayotte,gini,GINI index,1993,
15914,Mexico,gini,GINI index,1993,
15915,"Micronesia, Fed. Sts.",gini,GINI index,1993,
15916,Moldova,gini,GINI index,1993,
15917,Monaco,gini,GINI index,1993,
15918,Mongolia,gini,GINI index,1993,
15919,Montenegro,gini,GINI index,1993,
15920,Montserrat,gini,GINI index,1993,
15921,Morocco,gini,GINI index,1993,
15922,Mozambique,gini,GINI index,1993,
15923,Myanmar,gini,GINI index,1993,
15924,Namibia,gini,GINI index,1993,74.33
15925,Nauru,gini,GINI index,1993,
15926,Nepal,gini,GINI index,1993,
15927,Netherlands,gini,GINI index,1993,
15928,Netherlands Antilles,gini,GINI index,1993,
15929,New Caledonia,gini,GINI index,1993,
15930,New Zealand,gini,GINI index,1993,
15931,Ngorno-Karabakh,gini,GINI index,1993,
15932,Nicaragua,gini,GINI index,1993,50.41
15933,Niger,gini,GINI index,1993,
15934,Nigeria,gini,GINI index,1993,
15935,Niue,gini,GINI index,1993,
15936,Norfolk Island,gini,GINI index,1993,
15937,Northern Cyprus,gini,GINI index,1993,
15938,Northern Mariana Islands,gini,GINI index,1993,
15939,Norway,gini,GINI index,1993,
15940,Oman,gini,GINI index,1993,
15941,Pakistan,gini,GINI index,1993,
15942,Palau,gini,GINI index,1993,
15943,Panama,gini,GINI index,1993,
15944,Papua New Guinea,gini,GINI index,1993,
15945,Paraguay,gini,GINI index,1993,
15946,Peru,gini,GINI index,1993,
15947,Philippines,gini,GINI index,1993,
15948,Pitcairn,gini,GINI index,1993,
15949,Poland,gini,GINI index,1993,32.32
15950,Portugal,gini,GINI index,1993,
15951,Puerto Rico,gini,GINI index,1993,
15952,Qatar,gini,GINI index,1993,
15953,Reunion,gini,GINI index,1993,
15954,Romania,gini,GINI index,1993,
15955,Russia,gini,GINI index,1993,48.38
15956,Rwanda,gini,GINI index,1993,
15957,St. Barthélemy,gini,GINI index,1993,
15958,St. Helena,gini,GINI index,1993,
15959,St. Kitts and Nevis,gini,GINI index,1993,
15960,St. Lucia,gini,GINI index,1993,
15961,St. Martin,gini,GINI index,1993,
15962,St. Vincent and the Grenadines,gini,GINI index,1993,
15963,St.-Pierre-et-Miquelon,gini,GINI index,1993,
15964,Samoa,gini,GINI index,1993,
15965,San Marino,gini,GINI index,1993,
15966,Sao Tome and Principe,gini,GINI index,1993,
15967,Saudi Arabia,gini,GINI index,1993,
15968,Senegal,gini,GINI index,1993,
15969,Serbia,gini,GINI index,1993,
15970,Serbia and Montenegro,gini,GINI index,1993,
15971,Serbia excluding Kosovo,gini,GINI index,1993,
15972,Seychelles,gini,GINI index,1993,
15973,Sierra Leone,gini,GINI index,1993,
15974,Singapore,gini,GINI index,1993,
15975,Slovak Republic,gini,GINI index,1993,
15976,Slovenia,gini,GINI index,1993,29.18
15977,Solomon Islands,gini,GINI index,1993,
15978,Somalia,gini,GINI index,1993,
15979,Somaliland,gini,GINI index,1993,
15980,South Africa,gini,GINI index,1993,59.33
15981,South Ossetia,gini,GINI index,1993,
15982,Spain,gini,GINI index,1993,
15983,Sri Lanka,gini,GINI index,1993,
15984,Sudan,gini,GINI index,1993,
15985,Suriname,gini,GINI index,1993,
15986,Svalbard,gini,GINI index,1993,
15987,Swaziland,gini,GINI index,1993,
15988,Sweden,gini,GINI index,1993,
15989,Switzerland,gini,GINI index,1993,
15990,Syria,gini,GINI index,1993,
15991,Taiwan,gini,GINI index,1993,
15992,Tajikistan,gini,GINI index,1993,
15993,Tanzania,gini,GINI index,1993,
15994,Thailand,gini,GINI index,1993,
15995,Timor-Leste,gini,GINI index,1993,
15996,Togo,gini,GINI index,1993,
15997,Tokelau,gini,GINI index,1993,
15998,Tonga,gini,GINI index,1993,
15999,Transnistria,gini,GINI index,1993,
16000,Trinidad and Tobago,gini,GINI index,1993,
16001,Tunisia,gini,GINI index,1993,
16002,Turkey,gini,GINI index,1993,
16003,Turkmenistan,gini,GINI index,1993,35.38
16004,Turks and Caicos Islands,gini,GINI index,1993,
16005,Tuvalu,gini,GINI index,1993,
16006,Uganda,gini,GINI index,1993,
16007,Ukraine,gini,GINI index,1993,
16008,United Arab Emirates,gini,GINI index,1993,
16009,United Kingdom,gini,GINI index,1993,
16010,United States,gini,GINI index,1993,
16011,Uruguay,gini,GINI index,1993,
16012,USSR,gini,GINI index,1993,
16013,Uzbekistan,gini,GINI index,1993,
16014,Wallis et Futuna,gini,GINI index,1993,
16015,Vanuatu,gini,GINI index,1993,
16016,Venezuela,gini,GINI index,1993,
16017,West Bank and Gaza,gini,GINI index,1993,
16018,West Germany,gini,GINI index,1993,
16019,Western Sahara,gini,GINI index,1993,
16020,Vietnam,gini,GINI index,1993,35.68
16021,Virgin Islands (U.S.),gini,GINI index,1993,
16022,North Yemen (former),gini,GINI index,1993,
16023,South Yemen (former),gini,GINI index,1993,
16024,Yemen,gini,GINI index,1993,
16025,Yugoslavia,gini,GINI index,1993,
16026,Zambia,gini,GINI index,1993,52.61
16027,Zimbabwe,gini,GINI index,1993,
16028,Åland,gini,GINI index,1993,
16029,South Sudan,gini,GINI index,1993,
16030,Christian,gini,GINI index,1993,
16031,Coastline,gini,GINI index,1993,
16032,Curaçao,gini,GINI index,1993,
16033,Sint Maarten (Dutch part),gini,GINI index,1993,
16034,St. Martin (French part),gini,GINI index,1993,
16035,Antarctica,gini,GINI index,1993,
16036,"Virgin Islands, British",gini,GINI index,1993,
16037,Hawaiian Trade Zone,gini,GINI index,1993,
16038,U.S. Pacific Islands,gini,GINI index,1993,
16039,Wake Island,gini,GINI index,1993,
16040,Abkhazia,gini,GINI index,1994,
16041,Afghanistan,gini,GINI index,1994,
16042,Akrotiri and Dhekelia,gini,GINI index,1994,
16043,Albania,gini,GINI index,1994,
16044,Algeria,gini,GINI index,1994,
16045,American Samoa,gini,GINI index,1994,
16046,Andorra,gini,GINI index,1994,
16047,Angola,gini,GINI index,1994,
16048,Anguilla,gini,GINI index,1994,
16049,Antigua and Barbuda,gini,GINI index,1994,
16050,Argentina,gini,GINI index,1994,45.96
16051,Armenia,gini,GINI index,1994,
16052,Aruba,gini,GINI index,1994,
16053,Australia,gini,GINI index,1994,35.19
16054,Austria,gini,GINI index,1994,
16055,Azerbaijan,gini,GINI index,1994,
16056,Bahamas,gini,GINI index,1994,
16057,Bahrain,gini,GINI index,1994,
16058,Bangladesh,gini,GINI index,1994,
16059,Barbados,gini,GINI index,1994,
16060,Belarus,gini,GINI index,1994,
16061,Belgium,gini,GINI index,1994,
16062,Belize,gini,GINI index,1994,61.3
16063,Benin,gini,GINI index,1994,
16064,Bermuda,gini,GINI index,1994,
16065,Bhutan,gini,GINI index,1994,
16066,Bolivia,gini,GINI index,1994,
16067,Bosnia and Herzegovina,gini,GINI index,1994,
16068,Botswana,gini,GINI index,1994,60.96
16069,Brazil,gini,GINI index,1994,
16070,British Virgin Islands,gini,GINI index,1994,
16071,Brunei,gini,GINI index,1994,
16072,Bulgaria,gini,GINI index,1994,24.32
16073,Burkina Faso,gini,GINI index,1994,50.71
16074,Burundi,gini,GINI index,1994,
16075,Cambodia,gini,GINI index,1994,38.28
16076,Cameroon,gini,GINI index,1994,
16077,Canada,gini,GINI index,1994,
16078,Cape Verde,gini,GINI index,1994,
16079,Cayman Islands,gini,GINI index,1994,
16080,Central African Republic,gini,GINI index,1994,
16081,Chad,gini,GINI index,1994,
16082,Channel Islands,gini,GINI index,1994,
16083,Chile,gini,GINI index,1994,55.05
16084,China,gini,GINI index,1994,
16085,Christmas Island,gini,GINI index,1994,
16086,Cocos Island,gini,GINI index,1994,
16087,Colombia,gini,GINI index,1994,
16088,Comoros,gini,GINI index,1994,
16089,"Congo, Dem. Rep.",gini,GINI index,1994,
16090,"Congo, Rep.",gini,GINI index,1994,
16091,Cook Is,gini,GINI index,1994,
16092,Costa Rica,gini,GINI index,1994,46.75
16093,Cote d'Ivoire,gini,GINI index,1994,
16094,Croatia,gini,GINI index,1994,
16095,Cuba,gini,GINI index,1994,
16096,Cyprus,gini,GINI index,1994,
16097,Czech Republic,gini,GINI index,1994,
16098,Czechoslovakia,gini,GINI index,1994,
16099,Denmark,gini,GINI index,1994,
16100,Djibouti,gini,GINI index,1994,
16101,Dominica,gini,GINI index,1994,
16102,Dominican Republic,gini,GINI index,1994,
16103,East Germany,gini,GINI index,1994,
16104,Ecuador,gini,GINI index,1994,54.32
