,name,indicator,indicator2,year,value
4141,Denmark,gini,GINI index,1996,
4142,Djibouti,gini,GINI index,1996,36.77
4143,Dominica,gini,GINI index,1996,
4144,Dominican Rep.,gini,GINI index,1996,48.71
4145,East Asia & Pacific,gini,GINI index,1996,
4146,Ecuador,gini,GINI index,1996,
4147,Egypt,gini,GINI index,1996,30.13
4148,El Salvador,gini,GINI index,1996,52.25
4149,Equatorial Guinea,gini,GINI index,1996,
4150,Eritrea,gini,GINI index,1996,
4151,Estonia,gini,GINI index,1996,32.599998474121094
4152,Ethiopia,gini,GINI index,1996,38.5
4153,Euro area,gini,GINI index,1996,
4154,Europe & Central Asia,gini,GINI index,1996,
4155,Faeroe Islands,gini,GINI index,1996,
4156,Fiji,gini,GINI index,1996,
4157,Finland,gini,GINI index,1996,
4158,France,gini,GINI index,1996,
4159,French Polynesia,gini,GINI index,1996,
4160,Gabon,gini,GINI index,1996,
4161,Gambia,gini,GINI index,1996,
4162,Georgia,gini,GINI index,1996,37.13
4163,Germany,gini,GINI index,1996,
4164,Ghana,gini,GINI index,1996,
4165,Greece,gini,GINI index,1996,
4166,Greenland,gini,GINI index,1996,
4167,Grenada,gini,GINI index,1996,
4168,Guam,gini,GINI index,1996,
4169,Guatemala,gini,GINI index,1996,
4170,Guinea,gini,GINI index,1996,
4171,Guinea-Bissau,gini,GINI index,1996,
4172,Guyana,gini,GINI index,1996,
4173,Haiti,gini,GINI index,1996,
4174,Heavily indebted poor countries (HIPC),gini,GINI index,1996,
4175,High income,gini,GINI index,1996,
4176,High income: nonOECD,gini,GINI index,1996,
4177,High income: OECD,gini,GINI index,1996,
4178,Honduras,gini,GINI index,1996,
4179,Hong Kong,gini,GINI index,1996,
4180,Hungary,gini,GINI index,1996,31.100000381469727
4181,Iceland,gini,GINI index,1996,
4182,India,gini,GINI index,1996,
4183,Indonesia,gini,GINI index,1996,
4184,Iran,gini,GINI index,1996,
4185,Iraq,gini,GINI index,1996,
4186,Ireland,gini,GINI index,1996,35.599998474121094
4187,Isle of Man,gini,GINI index,1996,
4188,Israel,gini,GINI index,1996,
4189,Italy,gini,GINI index,1996,
4190,Jamaica,gini,GINI index,1996,40.47
4191,Japan,gini,GINI index,1996,
4192,Jordan,gini,GINI index,1996,
4193,Kazakhstan,gini,GINI index,1996,35.32
4194,Kenya,gini,GINI index,1996,
4195,Kiribati,gini,GINI index,1996,
4196,Korea,gini,GINI index,1996,
4197,Korea,gini,GINI index,1996,
4198,Kuwait,gini,GINI index,1996,
4199,Kyrgyzstan,gini,GINI index,1996,
4200,Laos,gini,GINI index,1996,
4201,Latin America & Caribbean,gini,GINI index,1996,
4202,Latvia,gini,GINI index,1996,31.6
4203,Least developed countries: UN classification,gini,GINI index,1996,
4204,Lebanon,gini,GINI index,1996,
4205,Lesotho,gini,GINI index,1996,
4206,Liberia,gini,GINI index,1996,
4207,Libya,gini,GINI index,1996,
4208,Liechtenstein,gini,GINI index,1996,
4209,Lithuania,gini,GINI index,1996,32.36
4210,Low & middle income,gini,GINI index,1996,
4211,Low income,gini,GINI index,1996,
4212,Lower middle income,gini,GINI index,1996,
4213,Luxembourg,gini,GINI index,1996,
4214,Macao,gini,GINI index,1996,
4215,Macedonia,gini,GINI index,1996,
4216,Madagascar,gini,GINI index,1996,
4217,Malawi,gini,GINI index,1996,
4218,Malaysia,gini,GINI index,1996,
4219,Maldives,gini,GINI index,1996,
4220,Mali,gini,GINI index,1996,
4221,Malta,gini,GINI index,1996,
4222,Marshall Islands,gini,GINI index,1996,
4223,Mauritania,gini,GINI index,1996,37.29
4224,Mauritius,gini,GINI index,1996,
4225,Mayotte,gini,GINI index,1996,
4226,Mexico,gini,GINI index,1996,48.54
4227,Mexico,gini,GINI index,1996,48.54
4228,Micronesia,gini,GINI index,1996,
4229,Middle East & North Africa,gini,GINI index,1996,
4230,Middle income,gini,GINI index,1996,
4231,Moldova,gini,GINI index,1996,
4232,Monaco,gini,GINI index,1996,
4233,Mongolia,gini,GINI index,1996,
4234,Montenegro,gini,GINI index,1996,
4235,Morocco,gini,GINI index,1996,
4236,Mozambique,gini,GINI index,1996,44.5
4237,Myanmar,gini,GINI index,1996,
4238,Namibia,gini,GINI index,1996,
4239,Nepal,gini,GINI index,1996,37.67
4240,Netherlands,gini,GINI index,1996,32.0
4241,Netherlands Antilles,gini,GINI index,1996,
4242,New Caledonia,gini,GINI index,1996,
4243,New Zealand,gini,GINI index,1996,
4244,Nicaragua,gini,GINI index,1996,
4245,Niger,gini,GINI index,1996,
4246,Nigeria,gini,GINI index,1996,46.5
4247,Northern Mariana Islands,gini,GINI index,1996,
4248,Norway,gini,GINI index,1996,32.400001525878906
4249,Oman,gini,GINI index,1996,
4250,Pakistan,gini,GINI index,1996,31.200000762939453
4251,Palau,gini,GINI index,1996,
4252,Panama,gini,GINI index,1996,56.31
4253,Papua New Guinea,gini,GINI index,1996,50.88
4254,Paraguay,gini,GINI index,1996,
4255,Peru,gini,GINI index,1996,46.24
4256,Philippines,gini,GINI index,1996,
4257,Poland,gini,GINI index,1996,32.66
4258,Portugal,gini,GINI index,1996,
4259,Puerto Rico,gini,GINI index,1996,
4260,Qatar,gini,GINI index,1996,
4261,Romania,gini,GINI index,1996,
4262,Russia,gini,GINI index,1996,46.15
4263,Rwanda,gini,GINI index,1996,
4264,Saint Kitts and Nevis,gini,GINI index,1996,
4265,Saint Lucia,gini,GINI index,1996,
4266,Saint Vincent and the Grenadines,gini,GINI index,1996,
4267,Samoa,gini,GINI index,1996,
4268,San Marino,gini,GINI index,1996,
4269,Sao Tome and Principe,gini,GINI index,1996,
4270,Saudi Arabia,gini,GINI index,1996,
4271,Senegal,gini,GINI index,1996,
4272,Serbia,gini,GINI index,1996,27.299999237060547
4273,Seychelles,gini,GINI index,1996,
4274,Sierra Leone,gini,GINI index,1996,
4275,Singapore,gini,GINI index,1996,
4276,Slovak Republic,gini,GINI index,1996,25.81
4277,Slovenia,gini,GINI index,1996,26.100000381469727
4278,Solomon Islands,gini,GINI index,1996,
4279,Somalia,gini,GINI index,1996,
4280,South Africa,gini,GINI index,1996,
4281,South Asia,gini,GINI index,1996,
4282,Spain,gini,GINI index,1996,23.399999618530273
4283,Sri Lanka,gini,GINI index,1996,35.41
4284,Sub-Saharan Africa,gini,GINI index,1996,
4285,Sudan,gini,GINI index,1996,
4286,Suriname,gini,GINI index,1996,
4287,Swaziland,gini,GINI index,1996,
4288,Sweden,gini,GINI index,1996,26.799999237060547
4289,Switzerland,gini,GINI index,1996,
4290,Syria,gini,GINI index,1996,
4291,Tajikistan,gini,GINI index,1996,
4292,Tanzania,gini,GINI index,1996,
4293,Thailand,gini,GINI index,1996,43.39
4294,Timor-Leste,gini,GINI index,1996,
4295,Togo,gini,GINI index,1996,
4296,Tonga,gini,GINI index,1996,
4297,Trinidad and Tobago,gini,GINI index,1996,
4298,Tunisia,gini,GINI index,1996,
4299,Turkey,gini,GINI index,1996,
4300,Turkmenistan,gini,GINI index,1996,
4301,Uganda,gini,GINI index,1996,37.13
4302,Ukraine,gini,GINI index,1996,35.12
4303,United Arab Emirates,gini,GINI index,1996,
4304,United Kingdom,gini,GINI index,1996,35.70000076293945
4305,United States,gini,GINI index,1996,45.5
4306,Upper middle income,gini,GINI index,1996,
4307,Uruguay,gini,GINI index,1996,43.76
4308,Uzbekistan,gini,GINI index,1996,
4309,Vanuatu,gini,GINI index,1996,
4310,Venezuela,gini,GINI index,1996,48.79
4311,Vietnam,gini,GINI index,1996,
4312,Virgin Islands (U.S.),gini,GINI index,1996,
4313,West Bank and Gaza,gini,GINI index,1996,
4314,World,gini,GINI index,1996,
4315,Yemen,gini,GINI index,1996,
4316,Zambia,gini,GINI index,1996,49.79
4317,Zimbabwe,gini,GINI index,1996,
4318,Afghanistan,gini,GINI index,1997,
4319,Albania,gini,GINI index,1997,29.12
4320,Algeria,gini,GINI index,1997,
4321,American Samoa,gini,GINI index,1997,
4322,Andorra,gini,GINI index,1997,
4323,Angola,gini,GINI index,1997,
4324,Antigua and Barbuda,gini,GINI index,1997,
4325,Argentina,gini,GINI index,1997,48.400001525878906
4326,Armenia,gini,GINI index,1997,43.099998474121094
4327,Aruba,gini,GINI index,1997,
4328,Australia,gini,GINI index,1997,
4329,Austria,gini,GINI index,1997,30.100000381469727
4330,Azerbaijan,gini,GINI index,1997,
4331,Bahamas,gini,GINI index,1997,
4332,Bahrain,gini,GINI index,1997,
4333,Bangladesh,gini,GINI index,1997,
4334,Barbados,gini,GINI index,1997,
4335,Belarus,gini,GINI index,1997,25.62
4336,Belgium,gini,GINI index,1997,26.700000762939453
4337,Belize,gini,GINI index,1997,57.0
4338,Benin,gini,GINI index,1997,
4339,Bermuda,gini,GINI index,1997,
4340,Bhutan,gini,GINI index,1997,
4341,Bolivia,gini,GINI index,1997,58.46
4342,Bosnia and Herzegovina,gini,GINI index,1997,
4343,Botswana,gini,GINI index,1997,
4344,Brazil,gini,GINI index,1997,59.32
4345,Brunei,gini,GINI index,1997,
4346,Bulgaria,gini,GINI index,1997,26.38
4347,Burkina Faso,gini,GINI index,1997,
4348,Burundi,gini,GINI index,1997,
4349,Cambodia,gini,GINI index,1997,41.599998474121094
4350,Cameroon,gini,GINI index,1997,
4351,Canada,gini,GINI index,1997,31.600000381469727
4352,Cape Verde,gini,GINI index,1997,
4353,Cayman Islands,gini,GINI index,1997,
4354,Central African Rep.,gini,GINI index,1997,
4355,Chad,gini,GINI index,1997,
4356,Channel Islands,gini,GINI index,1997,
4357,Chile,gini,GINI index,1997,
4358,China,gini,GINI index,1997,37.5
4359,Colombia,gini,GINI index,1997,
4360,Comoros,gini,GINI index,1997,
4361,Congo,gini,GINI index,1997,
4362,Congo,gini,GINI index,1997,
4363,Costa Rica,gini,GINI index,1997,44.900001525878906
4364,Cote d'Ivoire,gini,GINI index,1997,
4365,Croatia,gini,GINI index,1997,
4366,Cuba,gini,GINI index,1997,
4367,Cyprus,gini,GINI index,1997,
4368,Czech Rep.,gini,GINI index,1997,
4369,Denmark,gini,GINI index,1997,24.7
4370,Djibouti,gini,GINI index,1997,
4371,Dominica,gini,GINI index,1997,
4372,Dominican Rep.,gini,GINI index,1997,
4373,East Asia & Pacific,gini,GINI index,1997,
4374,Ecuador,gini,GINI index,1997,
4375,Egypt,gini,GINI index,1997,
4376,El Salvador,gini,GINI index,1997,51.70000076293945
4377,Equatorial Guinea,gini,GINI index,1997,
4378,Eritrea,gini,GINI index,1997,
4379,Estonia,gini,GINI index,1997,33.5
4380,Ethiopia,gini,GINI index,1997,
4381,Euro area,gini,GINI index,1997,
4382,Europe & Central Asia,gini,GINI index,1997,
4383,Faeroe Islands,gini,GINI index,1997,
4384,Fiji,gini,GINI index,1997,
4385,Finland,gini,GINI index,1997,
4386,France,gini,GINI index,1997,
4387,French Polynesia,gini,GINI index,1997,
4388,Gabon,gini,GINI index,1997,
4389,Gambia,gini,GINI index,1997,
4390,Georgia,gini,GINI index,1997,38.5
4391,Germany,gini,GINI index,1997,
4392,Ghana,gini,GINI index,1997,32.70000076293945
4393,Greece,gini,GINI index,1997,
4394,Greenland,gini,GINI index,1997,
4395,Grenada,gini,GINI index,1997,
4396,Guam,gini,GINI index,1997,
4397,Guatemala,gini,GINI index,1997,
4398,Guinea,gini,GINI index,1997,
4399,Guinea-Bissau,gini,GINI index,1997,
4400,Guyana,gini,GINI index,1997,
4401,Haiti,gini,GINI index,1997,
4402,Heavily indebted poor countries (HIPC),gini,GINI index,1997,
4403,High income,gini,GINI index,1997,
4404,High income: nonOECD,gini,GINI index,1997,
4405,High income: OECD,gini,GINI index,1997,
4406,Honduras,gini,GINI index,1997,53.05
4407,Hong Kong,gini,GINI index,1997,43.43993658
4408,Hungary,gini,GINI index,1997,31.899999618530273
4409,Iceland,gini,GINI index,1997,
4410,India,gini,GINI index,1997,37.79999923706055
4411,Indonesia,gini,GINI index,1997,
4412,Iran,gini,GINI index,1997,
4413,Iraq,gini,GINI index,1997,
4414,Ireland,gini,GINI index,1997,
4415,Isle of Man,gini,GINI index,1997,
4416,Israel,gini,GINI index,1997,38.099998474121094
4417,Italy,gini,GINI index,1997,
4418,Jamaica,gini,GINI index,1997,
4419,Japan,gini,GINI index,1997,
4420,Jordan,gini,GINI index,1997,36.42
4421,Kazakhstan,gini,GINI index,1997,
4422,Kenya,gini,GINI index,1997,42.51
4423,Kiribati,gini,GINI index,1997,
4424,Korea,gini,GINI index,1997,
4425,Korea,gini,GINI index,1997,
4426,Kuwait,gini,GINI index,1997,
4427,Kyrgyzstan,gini,GINI index,1997,
4428,Laos,gini,GINI index,1997,34.91
4429,Latin America & Caribbean,gini,GINI index,1997,
4430,Latvia,gini,GINI index,1997,32.599998474121094
4431,Least developed countries: UN classification,gini,GINI index,1997,
4432,Lebanon,gini,GINI index,1997,
4433,Lesotho,gini,GINI index,1997,
4434,Liberia,gini,GINI index,1997,
4435,Libya,gini,GINI index,1997,
4436,Liechtenstein,gini,GINI index,1997,
4437,Lithuania,gini,GINI index,1997,33.099998474121094
4438,Low & middle income,gini,GINI index,1997,
4439,Low income,gini,GINI index,1997,
4440,Lower middle income,gini,GINI index,1997,
4441,Luxembourg,gini,GINI index,1997,30.100000381469727
4442,Macao,gini,GINI index,1997,
4443,Macedonia,gini,GINI index,1997,
4444,Madagascar,gini,GINI index,1997,39.20000076293945
4445,Malawi,gini,GINI index,1997,49.5
4446,Malaysia,gini,GINI index,1997,49.15
4447,Maldives,gini,GINI index,1997,
4448,Mali,gini,GINI index,1997,
4449,Malta,gini,GINI index,1997,
4450,Marshall Islands,gini,GINI index,1997,
4451,Mauritania,gini,GINI index,1997,
4452,Mauritius,gini,GINI index,1997,
4453,Mayotte,gini,GINI index,1997,
4454,Mexico,gini,GINI index,1997,
4455,Micronesia,gini,GINI index,1997,
4456,Middle East & North Africa,gini,GINI index,1997,
4457,Middle income,gini,GINI index,1997,
4458,Moldova,gini,GINI index,1997,36.9
4459,Monaco,gini,GINI index,1997,
4460,Mongolia,gini,GINI index,1997,
4461,Montenegro,gini,GINI index,1997,
4462,Morocco,gini,GINI index,1997,
4463,Mozambique,gini,GINI index,1997,44.49
4464,Myanmar,gini,GINI index,1997,
4465,Namibia,gini,GINI index,1997,
4466,Nepal,gini,GINI index,1997,
4467,Netherlands,gini,GINI index,1997,32.20000076293945
4468,Netherlands Antilles,gini,GINI index,1997,
4469,New Caledonia,gini,GINI index,1997,
4470,New Zealand,gini,GINI index,1997,36.172026
4471,Nicaragua,gini,GINI index,1997,
4472,Niger,gini,GINI index,1997,
4473,Nigeria,gini,GINI index,1997,
4474,Northern Mariana Islands,gini,GINI index,1997,
4475,Norway,gini,GINI index,1997,
4476,Oman,gini,GINI index,1997,
4477,Pakistan,gini,GINI index,1997,28.65
4478,Palau,gini,GINI index,1997,
4479,Panama,gini,GINI index,1997,48.53
4480,Papua New Guinea,gini,GINI index,1997,
4481,Paraguay,gini,GINI index,1997,56.5
4482,Peru,gini,GINI index,1997,53.70000076293945
4483,Peru,gini,GINI index,1997,53.70000076293945
4484,Philippines,gini,GINI index,1997,46.16
4485,Poland,gini,GINI index,1997,28.299999237060547
4486,Portugal,gini,GINI index,1997,38.454304
4487,Puerto Rico,gini,GINI index,1997,
4488,Qatar,gini,GINI index,1997,
4489,Romania,gini,GINI index,1997,30.399999618530273
4490,Russia,gini,GINI index,1997,
4491,Rwanda,gini,GINI index,1997,
4492,Saint Kitts and Nevis,gini,GINI index,1997,
4493,Saint Lucia,gini,GINI index,1997,
4494,Saint Vincent and the Grenadines,gini,GINI index,1997,
4495,Samoa,gini,GINI index,1997,
4496,San Marino,gini,GINI index,1997,
4497,Sao Tome and Principe,gini,GINI index,1997,
4498,Saudi Arabia,gini,GINI index,1997,
4499,Senegal,gini,GINI index,1997,
4500,Serbia,gini,GINI index,1997,27.5
4501,Seychelles,gini,GINI index,1997,
4502,Sierra Leone,gini,GINI index,1997,
4503,Singapore,gini,GINI index,1997,42.5
4504,Slovak Republic,gini,GINI index,1997,23.399999618530273
4505,Slovenia,gini,GINI index,1997,26.600000381469727
4506,Solomon Islands,gini,GINI index,1997,
4507,Somalia,gini,GINI index,1997,
4508,South Africa,gini,GINI index,1997,
4509,South Asia,gini,GINI index,1997,
4510,Spain,gini,GINI index,1997,
4511,Sri Lanka,gini,GINI index,1997,
4512,Sub-Saharan Africa,gini,GINI index,1997,
4513,Sudan,gini,GINI index,1997,
4514,Suriname,gini,GINI index,1997,
4515,Swaziland,gini,GINI index,1997,
4516,Sweden,gini,GINI index,1997,
4517,Switzerland,gini,GINI index,1997,
4518,Syria,gini,GINI index,1997,
4519,Tajikistan,gini,GINI index,1997,
4520,Tanzania,gini,GINI index,1997,
4521,Thailand,gini,GINI index,1997,
4522,Timor-Leste,gini,GINI index,1997,
4523,Togo,gini,GINI index,1997,
4524,Tonga,gini,GINI index,1997,
4525,Trinidad and Tobago,gini,GINI index,1997,
4526,Tunisia,gini,GINI index,1997,
4527,Turkey,gini,GINI index,1997,
4528,Turkmenistan,gini,GINI index,1997,
4529,Uganda,gini,GINI index,1997,
4530,Ukraine,gini,GINI index,1997,31.399999618530273
4531,United Arab Emirates,gini,GINI index,1997,
4532,United Kingdom,gini,GINI index,1997,36.5
4533,United States,gini,GINI index,1997,45.900001525878906
4534,Upper middle income,gini,GINI index,1997,
4535,Uruguay,gini,GINI index,1997,42.70000076293945
4536,Uzbekistan,gini,GINI index,1997,
4537,Vanuatu,gini,GINI index,1997,
4538,Venezuela,gini,GINI index,1997,
4539,Vietnam,gini,GINI index,1997,
4540,Virgin Islands (U.S.),gini,GINI index,1997,
4541,West Bank and Gaza,gini,GINI index,1997,
4542,World,gini,GINI index,1997,
4543,Yemen,gini,GINI index,1997,
4544,Zambia,gini,GINI index,1997,
4545,Zimbabwe,gini,GINI index,1997,
4546,Afghanistan,gini,GINI index,1998,
4547,Albania,gini,GINI index,1998,
4548,Algeria,gini,GINI index,1998,
4549,American Samoa,gini,GINI index,1998,
4550,Andorra,gini,GINI index,1998,
4551,Angola,gini,GINI index,1998,
4552,Antigua and Barbuda,gini,GINI index,1998,
4553,Argentina,gini,GINI index,1998,49.84
4554,Armenia,gini,GINI index,1998,39.0
4555,Aruba,gini,GINI index,1998,
4556,Australia,gini,GINI index,1998,
4557,Austria,gini,GINI index,1998,
4558,Azerbaijan,gini,GINI index,1998,
4559,Bahamas,gini,GINI index,1998,
4560,Bahrain,gini,GINI index,1998,
4561,Bangladesh,gini,GINI index,1998,
4562,Barbados,gini,GINI index,1998,
4563,Belarus,gini,GINI index,1998,30.28
4564,Belgium,gini,GINI index,1998,
4565,Belize,gini,GINI index,1998,54.900001525878906
4566,Benin,gini,GINI index,1998,
4567,Bermuda,gini,GINI index,1998,
4568,Bhutan,gini,GINI index,1998,
4569,Bolivia,gini,GINI index,1998,
4570,Bosnia and Herzegovina,gini,GINI index,1998,
4571,Botswana,gini,GINI index,1998,
4572,Brazil,gini,GINI index,1998,59.23
4573,Brunei,gini,GINI index,1998,
4574,Bulgaria,gini,GINI index,1998,34.0
4575,Burkina Faso,gini,GINI index,1998,46.85
4576,Burundi,gini,GINI index,1998,42.39
4577,Cambodia,gini,GINI index,1998,
4578,Cameroon,gini,GINI index,1998,
4579,Canada,gini,GINI index,1998,33.20000076293945
4580,Cape Verde,gini,GINI index,1998,
4581,Cayman Islands,gini,GINI index,1998,
4582,Central African Rep.,gini,GINI index,1998,
4583,Chad,gini,GINI index,1998,
4584,Channel Islands,gini,GINI index,1998,
4585,Chile,gini,GINI index,1998,55.74
4586,China,gini,GINI index,1998,37.79999923706055
4587,Colombia,gini,GINI index,1998,59.79999923706055
4588,Comoros,gini,GINI index,1998,
4589,Congo,gini,GINI index,1998,
4590,Congo,gini,GINI index,1998,
4591,Costa Rica,gini,GINI index,1998,48.13
4592,Cote d'Ivoire,gini,GINI index,1998,43.75
4593,Croatia,gini,GINI index,1998,26.82
4594,Cuba,gini,GINI index,1998,
4595,Cyprus,gini,GINI index,1998,
4596,Czech Rep.,gini,GINI index,1998,
4597,Denmark,gini,GINI index,1998,
4598,Djibouti,gini,GINI index,1998,
4599,Dominica,gini,GINI index,1998,
4600,Dominican Rep.,gini,GINI index,1998,
4601,East Asia & Pacific,gini,GINI index,1998,
4602,Ecuador,gini,GINI index,1998,53.53
4603,Egypt,gini,GINI index,1998,
4604,El Salvador,gini,GINI index,1998,52.17
4605,Equatorial Guinea,gini,GINI index,1998,
4606,Eritrea,gini,GINI index,1998,
4607,Estonia,gini,GINI index,1998,37.64
4608,Ethiopia,gini,GINI index,1998,50.099998474121094
4609,Euro area,gini,GINI index,1998,
4610,Europe & Central Asia,gini,GINI index,1998,
4611,Faeroe Islands,gini,GINI index,1998,
4612,Fiji,gini,GINI index,1998,
4613,Finland,gini,GINI index,1998,
4614,France,gini,GINI index,1998,
4615,French Polynesia,gini,GINI index,1998,
4616,Gabon,gini,GINI index,1998,
4617,Gambia,gini,GINI index,1998,50.23
4618,Georgia,gini,GINI index,1998,39.0
4619,Germany,gini,GINI index,1998,
4620,Ghana,gini,GINI index,1998,40.75
4621,Greece,gini,GINI index,1998,35.400001525878906
4622,Greenland,gini,GINI index,1998,
4623,Grenada,gini,GINI index,1998,
4624,Guam,gini,GINI index,1998,
4625,Guatemala,gini,GINI index,1998,55.65
4626,Guinea,gini,GINI index,1998,
4627,Guinea-Bissau,gini,GINI index,1998,
4628,Guyana,gini,GINI index,1998,44.58
4629,Haiti,gini,GINI index,1998,
4630,Heavily indebted poor countries (HIPC),gini,GINI index,1998,
4631,High income,gini,GINI index,1998,
4632,High income: nonOECD,gini,GINI index,1998,
4633,High income: OECD,gini,GINI index,1998,
4634,Honduras,gini,GINI index,1998,
4635,Hong Kong,gini,GINI index,1998,
4636,Hungary,gini,GINI index,1998,24.93
4637,Iceland,gini,GINI index,1998,
4638,India,gini,GINI index,1998,
4639,Indonesia,gini,GINI index,1998,
4640,Iran,gini,GINI index,1998,44.1
4641,Iraq,gini,GINI index,1998,
4642,Ireland,gini,GINI index,1998,
4643,Isle of Man,gini,GINI index,1998,
4644,Israel,gini,GINI index,1998,
4645,Italy,gini,GINI index,1998,34.20000076293945
4646,Jamaica,gini,GINI index,1998,40.5
4647,Japan,gini,GINI index,1998,23.399999618530273
4648,Jordan,gini,GINI index,1998,
4649,Kazakhstan,gini,GINI index,1998,
4650,Kenya,gini,GINI index,1998,
4651,Kiribati,gini,GINI index,1998,
4652,Korea,gini,GINI index,1998,
4653,Korea,gini,GINI index,1998,
4654,Kuwait,gini,GINI index,1998,
4655,Kyrgyzstan,gini,GINI index,1998,35.98
4656,Laos,gini,GINI index,1998,
4657,Latin America & Caribbean,gini,GINI index,1998,
4658,Latvia,gini,GINI index,1998,33.62
4659,Least developed countries: UN classification,gini,GINI index,1998,
4660,Lebanon,gini,GINI index,1998,
4661,Lesotho,gini,GINI index,1998,
4662,Liberia,gini,GINI index,1998,
4663,Libya,gini,GINI index,1998,
4664,Liechtenstein,gini,GINI index,1998,
4665,Lithuania,gini,GINI index,1998,30.21
4666,Low & middle income,gini,GINI index,1998,
4667,Low income,gini,GINI index,1998,
4668,Lower middle income,gini,GINI index,1998,
4669,Luxembourg,gini,GINI index,1998,30.799999237060547
4670,Macao,gini,GINI index,1998,
4671,Macedonia,gini,GINI index,1998,
4672,Madagascar,gini,GINI index,1998,37.900001525878906
4673,Malawi,gini,GINI index,1998,50.31
4674,Malaysia,gini,GINI index,1998,
4675,Maldives,gini,GINI index,1998,62.70000076293945
4676,Mali,gini,GINI index,1998,
4677,Malta,gini,GINI index,1998,
4678,Marshall Islands,gini,GINI index,1998,
4679,Mauritania,gini,GINI index,1998,
4680,Mauritius,gini,GINI index,1998,
4681,Mayotte,gini,GINI index,1998,
4682,Mexico,gini,GINI index,1998,48.99
4683,Mexico,gini,GINI index,1998,48.99
4684,Micronesia,gini,GINI index,1998,
4685,Middle East & North Africa,gini,GINI index,1998,
4686,Middle income,gini,GINI index,1998,
4687,Moldova,gini,GINI index,1998,40.20000076293945
4688,Monaco,gini,GINI index,1998,
4689,Mongolia,gini,GINI index,1998,30.27
4690,Montenegro,gini,GINI index,1998,
4691,Morocco,gini,GINI index,1998,39.20000076293945
4692,Mozambique,gini,GINI index,1998,
4693,Myanmar,gini,GINI index,1998,
4694,Namibia,gini,GINI index,1998,
4695,Nepal,gini,GINI index,1998,
4696,Netherlands,gini,GINI index,1998,29.5
4697,Netherlands Antilles,gini,GINI index,1998,
4698,New Caledonia,gini,GINI index,1998,
4699,New Zealand,gini,GINI index,1998,
4700,Nicaragua,gini,GINI index,1998,53.85
4701,Nicaragua,gini,GINI index,1998,53.85
4702,Niger,gini,GINI index,1998,
4703,Nigeria,gini,GINI index,1998,
4704,Northern Mariana Islands,gini,GINI index,1998,
4705,Norway,gini,GINI index,1998,
4706,Oman,gini,GINI index,1998,
4707,Pakistan,gini,GINI index,1998,
4708,Palau,gini,GINI index,1998,
4709,Panama,gini,GINI index,1998,55.400001525878906
4710,Papua New Guinea,gini,GINI index,1998,
4711,Paraguay,gini,GINI index,1998,56.52
4712,Peru,gini,GINI index,1998,56.20000076293945
4713,Philippines,gini,GINI index,1998,
4714,Poland,gini,GINI index,1998,32.70000076293945
4715,Portugal,gini,GINI index,1998,
4716,Puerto Rico,gini,GINI index,1998,
4717,Qatar,gini,GINI index,1998,
4718,Romania,gini,GINI index,1998,29.44
4719,Russia,gini,GINI index,1998,
4720,Rwanda,gini,GINI index,1998,
4721,Saint Kitts and Nevis,gini,GINI index,1998,
4722,Saint Lucia,gini,GINI index,1998,
4723,Saint Vincent and the Grenadines,gini,GINI index,1998,
4724,Samoa,gini,GINI index,1998,
4725,San Marino,gini,GINI index,1998,
4726,Sao Tome and Principe,gini,GINI index,1998,
4727,Saudi Arabia,gini,GINI index,1998,
4728,Senegal,gini,GINI index,1998,
4729,Serbia,gini,GINI index,1998,
4730,Seychelles,gini,GINI index,1998,
4731,Sierra Leone,gini,GINI index,1998,
4732,Singapore,gini,GINI index,1998,42.47570866
4733,Slovak Republic,gini,GINI index,1998,
4734,Slovenia,gini,GINI index,1998,28.41
4735,Solomon Islands,gini,GINI index,1998,
4736,Somalia,gini,GINI index,1998,
4737,South Africa,gini,GINI index,1998,
4738,South Asia,gini,GINI index,1998,
4739,Spain,gini,GINI index,1998,32.099998474121094
4740,Sri Lanka,gini,GINI index,1998,
4741,Sub-Saharan Africa,gini,GINI index,1998,
4742,Sudan,gini,GINI index,1998,
4743,Suriname,gini,GINI index,1998,
4744,Swaziland,gini,GINI index,1998,
4745,Sweden,gini,GINI index,1998,
4746,Switzerland,gini,GINI index,1998,
4747,Syria,gini,GINI index,1998,
4748,Tajikistan,gini,GINI index,1998,
4749,Tanzania,gini,GINI index,1998,
4750,Thailand,gini,GINI index,1998,41.20000076293945
4751,Timor-Leste,gini,GINI index,1998,
4752,Togo,gini,GINI index,1998,
4753,Tonga,gini,GINI index,1998,
4754,Trinidad and Tobago,gini,GINI index,1998,
4755,Tunisia,gini,GINI index,1998,
4756,Turkey,gini,GINI index,1998,
4757,Turkmenistan,gini,GINI index,1998,40.77
4758,Uganda,gini,GINI index,1998,
4759,Ukraine,gini,GINI index,1998,
4760,United Arab Emirates,gini,GINI index,1998,
4761,United Kingdom,gini,GINI index,1998,37.099998474121094
4762,United States,gini,GINI index,1998,45.599998474121094
4763,Upper middle income,gini,GINI index,1998,
4764,Uruguay,gini,GINI index,1998,45.18
4765,Uzbekistan,gini,GINI index,1998,45.35
4766,Vanuatu,gini,GINI index,1998,
4767,Venezuela,gini,GINI index,1998,49.53
4768,Vietnam,gini,GINI index,1998,35.52
4769,Virgin Islands (U.S.),gini,GINI index,1998,
