;name;indicator;indicator2;year;value;region
9416;Northern Cyprus;gini;GINI index;1989;;
9417;Northern Mariana Islands;gini;GINI index;1989;;Oceania
9418;Norway;gini;GINI index;1989;;Europe
9419;Oman;gini;GINI index;1989;;Asia
9420;Pakistan;gini;GINI index;1989;;Asia
9421;Palau;gini;GINI index;1989;;Oceania
9422;Panama;gini;GINI index;1989;58.91;Americas
9423;Papua New Guinea;gini;GINI index;1989;;Oceania
9424;Paraguay;gini;GINI index;1989;;Americas
9425;Peru;gini;GINI index;1989;;Americas
9426;Philippines;gini;GINI index;1989;;Asia
9427;Pitcairn;gini;GINI index;1989;;Oceania
9428;Poland;gini;GINI index;1989;26.89;Europe
9429;Portugal;gini;GINI index;1989;;Europe
9430;Puerto Rico;gini;GINI index;1989;;Americas
9431;Qatar;gini;GINI index;1989;;Asia
9432;Reunion;gini;GINI index;1989;;
9433;Romania;gini;GINI index;1989;23.31;Europe
9434;Russia;gini;GINI index;1989;;Europe
9435;Russia;gini;GINI index;1989;;Europe
9436;Rwanda;gini;GINI index;1989;;Africa
9437;St. Barthélemy;gini;GINI index;1989;;
9438;St. Helena;gini;GINI index;1989;;
9439;St. Kitts and Nevis;gini;GINI index;1989;;
9440;St. Lucia;gini;GINI index;1989;;
9441;St. Martin;gini;GINI index;1989;;
9442;St. Vincent and the Grenadines;gini;GINI index;1989;;
9443;St.-Pierre-et-Miquelon;gini;GINI index;1989;;
9444;Samoa;gini;GINI index;1989;;Oceania
9445;San Marino;gini;GINI index;1989;;Europe
9446;Sao Tome and Principe;gini;GINI index;1989;;Africa
9447;Saudi Arabia;gini;GINI index;1989;;Asia
9448;Senegal;gini;GINI index;1989;;Africa
9449;Serbia;gini;GINI index;1989;;Europe
9450;Serbia and Montenegro;gini;GINI index;1989;;
9451;Serbia excluding Kosovo;gini;GINI index;1989;;
9452;Seychelles;gini;GINI index;1989;;Africa
9453;Sierra Leone;gini;GINI index;1989;;Africa
9454;Singapore;gini;GINI index;1989;;Asia
9455;Slovakia;gini;GINI index;1989;;Europe
9456;Slovenia;gini;GINI index;1989;;Europe
9457;Solomon Islands;gini;GINI index;1989;;Oceania
9458;Somaliland;gini;GINI index;1989;;Africa
9459;Somaliland;gini;GINI index;1989;;Africa
9460;South Africa;gini;GINI index;1989;;Africa
9461;South Ossetia;gini;GINI index;1989;;
9462;Spain;gini;GINI index;1989;;Europe
9463;Sri Lanka;gini;GINI index;1989;;Asia
9464;Sudan;gini;GINI index;1989;;Africa
9465;Suriname;gini;GINI index;1989;;Americas
9466;Svalbard;gini;GINI index;1989;;
9467;Swaziland;gini;GINI index;1989;;Africa
9468;Sweden;gini;GINI index;1989;;Europe
9469;Switzerland;gini;GINI index;1989;;Europe
9470;Syria;gini;GINI index;1989;;Asia
9471;Taiwan;gini;GINI index;1989;;
9472;Tajikistan;gini;GINI index;1989;;Asia
9473;Tanzania;gini;GINI index;1989;;
9474;Thailand;gini;GINI index;1989;;Asia
9475;Timor-Leste;gini;GINI index;1989;;Asia
9476;Togo;gini;GINI index;1989;;Africa
9477;Tokelau;gini;GINI index;1989;;Oceania
9478;Tonga;gini;GINI index;1989;;Oceania
9479;Transnistria;gini;GINI index;1989;;
9480;Trinidad and Tobago;gini;GINI index;1989;;Americas
9481;Tunisia;gini;GINI index;1989;;Africa
9482;Turkey;gini;GINI index;1989;;Asia
9483;Turkmenistan;gini;GINI index;1989;;Asia
9484;Turks and Caicos Islands;gini;GINI index;1989;;Americas
9485;Tuvalu;gini;GINI index;1989;;Oceania
9486;Uganda;gini;GINI index;1989;44.36;Africa
9487;Ukraine;gini;GINI index;1989;;Europe
9488;United Arab Emirates;gini;GINI index;1989;;Asia
9489;United Kingdom;gini;GINI index;1989;;
9490;United States;gini;GINI index;1989;;
9491;Uruguay;gini;GINI index;1989;42.37;Americas
9492;Uzbekistan;gini;GINI index;1989;;Asia
9493;Wallis et Futuna;gini;GINI index;1989;;
9494;Vanuatu;gini;GINI index;1989;;Oceania
9495;Venezuela;gini;GINI index;1989;43.84;
9496;West Bank and Gaza;gini;GINI index;1989;;
9497;West Germany;gini;GINI index;1989;;
9498;Western Sahara;gini;GINI index;1989;;Africa
9499;Vietnam;gini;GINI index;1989;;
9500;Virgin Islands (U.S.);gini;GINI index;1989;;Americas
9501;North Yemen (former);gini;GINI index;1989;;
9502;South Yemen (former);gini;GINI index;1989;;
9503;Yemen;gini;GINI index;1989;;Asia
9504;Yugoslavia;gini;GINI index;1989;;
9505;Zambia;gini;GINI index;1989;;Africa
9506;Zimbabwe;gini;GINI index;1989;;Africa
9507;Åland;gini;GINI index;1989;;
9508;South Sudan;gini;GINI index;1989;;Africa
9509;Christian;gini;GINI index;1989;;
9510;Coastline;gini;GINI index;1989;;
9511;Curaçao;gini;GINI index;1989;;Americas
9512;Sint Maarten (Dutch part);gini;GINI index;1989;;Americas
9513;St. Martin (French part);gini;GINI index;1989;;
9514;Antarctica;gini;GINI index;1989;;
9515;Virgin Islands, British;gini;GINI index;1989;;
9516;Hawaiian Trade Zone;gini;GINI index;1989;;
9517;U.S. Pacific Islands;gini;GINI index;1989;;
9518;Wake Island;gini;GINI index;1989;;
9519;Abkhazia;gini;GINI index;1990;;
9520;Afghanistan;gini;GINI index;1990;;Asia
9521;Akrotiri and Dhekelia;gini;GINI index;1990;;
9522;Albania;gini;GINI index;1990;;Europe
9523;Algeria;gini;GINI index;1990;;Africa
9524;American Samoa;gini;GINI index;1990;;Oceania
9525;Andorra;gini;GINI index;1990;;Europe
9526;Angola;gini;GINI index;1990;;Africa
9527;Anguilla;gini;GINI index;1990;;Americas
9528;Antigua and Barbuda;gini;GINI index;1990;;Americas
9529;Argentina;gini;GINI index;1990;;Americas
9530;Armenia;gini;GINI index;1990;;Asia
9531;Aruba;gini;GINI index;1990;;Americas
9532;Australia;gini;GINI index;1990;;Oceania
9533;Austria;gini;GINI index;1990;;Europe
9534;Azerbaijan;gini;GINI index;1990;;Asia
9535;The Bahamas;gini;GINI index;1990;;Americas
9536;Bahrain;gini;GINI index;1990;;Asia
9537;Bangladesh;gini;GINI index;1990;;Asia
9538;Barbados;gini;GINI index;1990;;Americas
9539;Belarus;gini;GINI index;1990;;Europe
9540;Belgium;gini;GINI index;1990;;Europe
9541;Belize;gini;GINI index;1990;;Americas
9542;Benin;gini;GINI index;1990;;Africa
9543;Bermuda;gini;GINI index;1990;;Americas
9544;Bhutan;gini;GINI index;1990;;Asia
9545;Bolivia;gini;GINI index;1990;;
9546;Bosnia and Herzegovina;gini;GINI index;1990;;Europe
9547;Botswana;gini;GINI index;1990;;Africa
9548;Brazil;gini;GINI index;1990;61.04;Americas
9549;British Virgin Islands;gini;GINI index;1990;;
9550;Brunei;gini;GINI index;1990;;
9551;Bulgaria;gini;GINI index;1990;;Europe
9552;Burkina Faso;gini;GINI index;1990;;Africa
9553;Burundi;gini;GINI index;1990;;Africa
9554;Cambodia;gini;GINI index;1990;;Asia
9555;Cameroon;gini;GINI index;1990;;Africa
9556;Canada;gini;GINI index;1990;;Americas
9557;Cape Verde;gini;GINI index;1990;;
9558;Cayman Islands;gini;GINI index;1990;;Americas
9559;Central African Rep.;gini;GINI index;1990;;Africa
9560;Chad;gini;GINI index;1990;;Africa
9561;Channel Islands;gini;GINI index;1990;;
9562;Chile;gini;GINI index;1990;55.25;Americas
9563;China;gini;GINI index;1990;32.43;Asia
9564;Christmas Island;gini;GINI index;1990;;
9565;Cocos Island;gini;GINI index;1990;;
9566;Colombia;gini;GINI index;1990;;Americas
9567;Comoros;gini;GINI index;1990;;Africa
9568;Congo Dem. Rep.;gini;GINI index;1990;;
9569;Congo Rep.;gini;GINI index;1990;;
9570;Cook Is;gini;GINI index;1990;;
9571;Costa Rica;gini;GINI index;1990;45.3;Americas
9572;Cote d'Ivoire;gini;GINI index;1990;;
9573;Croatia;gini;GINI index;1990;;Europe
9574;Cuba;gini;GINI index;1990;;Americas
9575;Cyprus;gini;GINI index;1990;;Asia
9576;Czech Republic;gini;GINI index;1990;;Europe
9577;Czechoslovakia;gini;GINI index;1990;;
9578;Denmark;gini;GINI index;1990;;Europe
9579;Djibouti;gini;GINI index;1990;;Africa
9580;Dominica;gini;GINI index;1990;;Americas
9581;Dominican Rep.;gini;GINI index;1990;;Americas
9582;East Germany;gini;GINI index;1990;;
9583;Ecuador;gini;GINI index;1990;;Americas
9584;Egypt;gini;GINI index;1990;;Africa
9585;El Salvador;gini;GINI index;1990;;Americas
9586;Equatorial Guinea;gini;GINI index;1990;;Africa
9587;Eritrea;gini;GINI index;1990;;Africa
9588;Eritrea and Ethiopia;gini;GINI index;1990;;
9589;Estonia;gini;GINI index;1990;;Europe
9590;Ethiopia;gini;GINI index;1990;;Africa
9591;Faeroe Islands;gini;GINI index;1990;;
9592;Falkland Is (Malvinas);gini;GINI index;1990;;
9593;Fiji;gini;GINI index;1990;;Oceania
9594;Finland;gini;GINI index;1990;;Europe
9595;France;gini;GINI index;1990;;Europe
9596;French Guiana;gini;GINI index;1990;;Americas
9597;French Polynesia;gini;GINI index;1990;;Oceania
9598;Gabon;gini;GINI index;1990;;Africa
9599;Gambia;gini;GINI index;1990;;Africa
9600;Georgia;gini;GINI index;1990;;Asia
9601;Germany;gini;GINI index;1990;;Europe
9602;Ghana;gini;GINI index;1990;;Africa
9603;Gibraltar;gini;GINI index;1990;;Europe
9604;Greece;gini;GINI index;1990;;Europe
9605;Greenland;gini;GINI index;1990;;Americas
9606;Grenada;gini;GINI index;1990;;Americas
9607;Guadeloupe;gini;GINI index;1990;;Americas
9608;Guam;gini;GINI index;1990;;Oceania
9609;Guatemala;gini;GINI index;1990;;Americas
9610;Guernsey;gini;GINI index;1990;;Europe
9611;Guinea;gini;GINI index;1990;;Africa
9612;Guinea-Bissau;gini;GINI index;1990;;Africa
9613;Guyana;gini;GINI index;1990;;Americas
9614;Haiti;gini;GINI index;1990;;Americas
9615;Holy See;gini;GINI index;1990;;Europe
9616;Honduras;gini;GINI index;1990;57.36;Americas
9617;Hong Kong;gini;GINI index;1990;;Asia
9618;Hungary;gini;GINI index;1990;;Europe
9619;Iceland;gini;GINI index;1990;;Europe
9620;India;gini;GINI index;1990;;Asia
9621;Indonesia;gini;GINI index;1990;29.19;Asia
9622;Iran;gini;GINI index;1990;43.6;
9623;Iraq;gini;GINI index;1990;;Asia
9624;Ireland;gini;GINI index;1990;;Europe
9625;Isle of Man;gini;GINI index;1990;;Europe
9626;Israel;gini;GINI index;1990;;Asia
9627;Italy;gini;GINI index;1990;;Europe
9628;Jamaica;gini;GINI index;1990;42.2;Americas
9629;Japan;gini;GINI index;1990;;Asia
9630;Jersey;gini;GINI index;1990;;Europe
9631;Jordan;gini;GINI index;1990;;Asia
9632;Kazakhstan;gini;GINI index;1990;;Asia
9633;Kenya;gini;GINI index;1990;;Africa
9634;Kiribati;gini;GINI index;1990;;Oceania
9635;North Korea;gini;GINI index;1990;;
9636;South Korea;gini;GINI index;1990;;
9637;United Korea (former);gini;GINI index;1990;;
9638;Kosovo;gini;GINI index;1990;;
9639;Kuwait;gini;GINI index;1990;;Asia
9640;Kyrgyzstan;gini;GINI index;1990;;Asia
9641;Laos;gini;GINI index;1990;;Asia
9642;Latvia;gini;GINI index;1990;;Europe
9643;Lebanon;gini;GINI index;1990;;Asia
9644;Lesotho;gini;GINI index;1990;;Africa
9645;Liberia;gini;GINI index;1990;;Africa
9646;Libya;gini;GINI index;1990;;Africa
9647;Liechtenstein;gini;GINI index;1990;;Europe
9648;Lithuania;gini;GINI index;1990;;Europe
9649;Luxembourg;gini;GINI index;1990;;Europe
9650;Macao, China;gini;GINI index;1990;;
9651;Macedonia;gini;GINI index;1990;;
9652;Madagascar;gini;GINI index;1990;;Africa
9653;Malawi;gini;GINI index;1990;;Africa
9654;Malaysia;gini;GINI index;1990;;Asia
9655;Maldives;gini;GINI index;1990;;Asia
9656;Mali;gini;GINI index;1990;;Africa
9657;Malta;gini;GINI index;1990;;Europe
9658;Marshall Islands;gini;GINI index;1990;;Oceania
9659;Martinique;gini;GINI index;1990;;Americas
9660;Mauritania;gini;GINI index;1990;;Africa
9661;Mauritius;gini;GINI index;1990;;Africa
9662;Mayotte;gini;GINI index;1990;;Africa
9663;Mexico;gini;GINI index;1990;;Americas
9664;Micronesia, Fed. Sts.;gini;GINI index;1990;;
9665;Moldova;gini;GINI index;1990;;
9666;Monaco;gini;GINI index;1990;;Europe
9667;Mongolia;gini;GINI index;1990;;Asia
9668;Montenegro;gini;GINI index;1990;;Europe
9669;Montserrat;gini;GINI index;1990;;Americas
9670;Morocco;gini;GINI index;1990;;Africa
9671;Mozambique;gini;GINI index;1990;;Africa
9672;Myanmar;gini;GINI index;1990;;Asia
9673;Namibia;gini;GINI index;1990;;Africa
9674;Nauru;gini;GINI index;1990;;Oceania
9675;Nepal;gini;GINI index;1990;;Asia
9676;Netherlands;gini;GINI index;1990;;Europe
9677;Netherlands;gini;GINI index;1990;;Europe
9678;New Caledonia;gini;GINI index;1990;;Oceania
9679;New Zealand;gini;GINI index;1990;;Oceania
9680;Ngorno-Karabakh;gini;GINI index;1990;;
9681;Nicaragua;gini;GINI index;1990;;Americas
9682;Niger;gini;GINI index;1990;;Africa
9683;Nigeria;gini;GINI index;1990;;Africa
9684;Niue;gini;GINI index;1990;;Oceania
9685;Norfolk Island;gini;GINI index;1990;;Oceania
9686;Northern Cyprus;gini;GINI index;1990;;
9687;Northern Mariana Islands;gini;GINI index;1990;;Oceania
9688;Norway;gini;GINI index;1990;;Europe
9689;Oman;gini;GINI index;1990;;Asia
9690;Pakistan;gini;GINI index;1990;;Asia
9691;Palau;gini;GINI index;1990;;Oceania
9692;Panama;gini;GINI index;1990;;Americas
9693;Papua New Guinea;gini;GINI index;1990;;Oceania
9694;Paraguay;gini;GINI index;1990;40.84;Americas
9695;Peru;gini;GINI index;1990;;Americas
9696;Philippines;gini;GINI index;1990;;Asia
9697;Pitcairn;gini;GINI index;1990;;Oceania
9698;Poland;gini;GINI index;1990;;Europe
9699;Portugal;gini;GINI index;1990;;Europe
9700;Puerto Rico;gini;GINI index;1990;;Americas
9701;Qatar;gini;GINI index;1990;;Asia
9702;Reunion;gini;GINI index;1990;;
9703;Romania;gini;GINI index;1990;;Europe
9704;Russia;gini;GINI index;1990;;Europe
9705;Russia;gini;GINI index;1990;;Europe
9706;Rwanda;gini;GINI index;1990;;Africa
9707;St. Barthélemy;gini;GINI index;1990;;
9708;St. Helena;gini;GINI index;1990;;
9709;St. Kitts and Nevis;gini;GINI index;1990;;
9710;St. Lucia;gini;GINI index;1990;;
9711;St. Martin;gini;GINI index;1990;;
9712;St. Vincent and the Grenadines;gini;GINI index;1990;;
9713;St.-Pierre-et-Miquelon;gini;GINI index;1990;;
9714;Samoa;gini;GINI index;1990;;Oceania
9715;San Marino;gini;GINI index;1990;;Europe
9716;Sao Tome and Principe;gini;GINI index;1990;;Africa
9717;Saudi Arabia;gini;GINI index;1990;;Asia
9718;Senegal;gini;GINI index;1990;;Africa
9719;Serbia;gini;GINI index;1990;;Europe
9720;Serbia and Montenegro;gini;GINI index;1990;;
9721;Serbia excluding Kosovo;gini;GINI index;1990;;
9722;Seychelles;gini;GINI index;1990;;Africa
9723;Sierra Leone;gini;GINI index;1990;;Africa
9724;Singapore;gini;GINI index;1990;;Asia
9725;Slovakia;gini;GINI index;1990;;Europe
9726;Slovenia;gini;GINI index;1990;;Europe
9727;Solomon Islands;gini;GINI index;1990;;Oceania
9728;Somaliland;gini;GINI index;1990;;Africa
9729;Somaliland;gini;GINI index;1990;;Africa
9730;South Africa;gini;GINI index;1990;;Africa
9731;South Ossetia;gini;GINI index;1990;;
9732;Spain;gini;GINI index;1990;;Europe
9733;Sri Lanka;gini;GINI index;1990;;Asia
9734;Sudan;gini;GINI index;1990;;Africa
9735;Suriname;gini;GINI index;1990;;Americas
9736;Svalbard;gini;GINI index;1990;;
9737;Swaziland;gini;GINI index;1990;;Africa
9738;Sweden;gini;GINI index;1990;;Europe
9739;Switzerland;gini;GINI index;1990;;Europe
9740;Syria;gini;GINI index;1990;;Asia
9741;Taiwan;gini;GINI index;1990;;
9742;Tajikistan;gini;GINI index;1990;;Asia
9743;Tanzania;gini;GINI index;1990;;
9744;Thailand;gini;GINI index;1990;45.27;Asia
9745;Timor-Leste;gini;GINI index;1990;;Asia
9746;Togo;gini;GINI index;1990;;Africa
9747;Tokelau;gini;GINI index;1990;;Oceania
9748;Tonga;gini;GINI index;1990;;Oceania
9749;Transnistria;gini;GINI index;1990;;
9750;Trinidad and Tobago;gini;GINI index;1990;;Americas
9751;Tunisia;gini;GINI index;1990;40.24;Africa
9752;Turkey;gini;GINI index;1990;;Asia
9753;Turkmenistan;gini;GINI index;1990;;Asia
9754;Turks and Caicos Islands;gini;GINI index;1990;;Americas
9755;Tuvalu;gini;GINI index;1990;;Oceania
9756;Uganda;gini;GINI index;1990;;Africa
9757;Ukraine;gini;GINI index;1990;;Europe
9758;United Arab Emirates;gini;GINI index;1990;;Asia
9759;United Kingdom;gini;GINI index;1990;;
9760;United States;gini;GINI index;1990;;
9761;Uruguay;gini;GINI index;1990;;Americas
9762;Uzbekistan;gini;GINI index;1990;;Asia
9763;Wallis et Futuna;gini;GINI index;1990;;
9764;Vanuatu;gini;GINI index;1990;;Oceania
9765;Venezuela;gini;GINI index;1990;;
9766;West Bank and Gaza;gini;GINI index;1990;;
9767;West Germany;gini;GINI index;1990;;
9768;Western Sahara;gini;GINI index;1990;;Africa
9769;Vietnam;gini;GINI index;1990;;
9770;Virgin Islands (U.S.);gini;GINI index;1990;;Americas
9771;North Yemen (former);gini;GINI index;1990;;
9772;South Yemen (former);gini;GINI index;1990;;
9773;Yemen;gini;GINI index;1990;;Asia
9774;Yugoslavia;gini;GINI index;1990;;
9775;Zambia;gini;GINI index;1990;;Africa
9776;Zimbabwe;gini;GINI index;1990;;Africa
9777;Åland;gini;GINI index;1990;;
9778;South Sudan;gini;GINI index;1990;;Africa
9779;Christian;gini;GINI index;1990;;
9780;Coastline;gini;GINI index;1990;;
9781;Curaçao;gini;GINI index;1990;;Americas
9782;Sint Maarten (Dutch part);gini;GINI index;1990;;Americas
9783;St. Martin (French part);gini;GINI index;1990;;
9784;Antarctica;gini;GINI index;1990;;
9785;Virgin Islands, British;gini;GINI index;1990;;
9786;Hawaiian Trade Zone;gini;GINI index;1990;;
9787;U.S. Pacific Islands;gini;GINI index;1990;;
9788;Wake Island;gini;GINI index;1990;;
9789;Abkhazia;gini;GINI index;1991;;
9790;Afghanistan;gini;GINI index;1991;;Asia
9791;Akrotiri and Dhekelia;gini;GINI index;1991;;
9792;Albania;gini;GINI index;1991;;Europe
9793;Algeria;gini;GINI index;1991;;Africa
9794;American Samoa;gini;GINI index;1991;;Oceania
9795;Andorra;gini;GINI index;1991;;Europe
9796;Angola;gini;GINI index;1991;;Africa
9797;Anguilla;gini;GINI index;1991;;Americas
9798;Antigua and Barbuda;gini;GINI index;1991;;Americas
9799;Argentina;gini;GINI index;1991;46.61;Americas
9800;Armenia;gini;GINI index;1991;;Asia
9801;Aruba;gini;GINI index;1991;;Americas
9802;Australia;gini;GINI index;1991;;Oceania
9803;Austria;gini;GINI index;1991;;Europe
9804;Azerbaijan;gini;GINI index;1991;;Asia
9805;The Bahamas;gini;GINI index;1991;;Americas
9806;Bahrain;gini;GINI index;1991;;Asia
9807;Bangladesh;gini;GINI index;1991;;Asia
9808;Barbados;gini;GINI index;1991;;Americas
9809;Belarus;gini;GINI index;1991;;Europe
9810;Belgium;gini;GINI index;1991;;Europe
9811;Belize;gini;GINI index;1991;;Americas
9812;Benin;gini;GINI index;1991;;Africa
9813;Bermuda;gini;GINI index;1991;;Americas
9814;Bhutan;gini;GINI index;1991;;Asia
9815;Bolivia;gini;GINI index;1991;42.04;
9816;Bosnia and Herzegovina;gini;GINI index;1991;;Europe
9817;Botswana;gini;GINI index;1991;;Africa
9818;Brazil;gini;GINI index;1991;;Americas
9819;British Virgin Islands;gini;GINI index;1991;;
9820;Brunei;gini;GINI index;1991;;
9821;Bulgaria;gini;GINI index;1991;;Europe
9822;Burkina Faso;gini;GINI index;1991;;Africa
9823;Burundi;gini;GINI index;1991;;Africa
9824;Cambodia;gini;GINI index;1991;;Asia
9825;Cameroon;gini;GINI index;1991;;Africa
9826;Canada;gini;GINI index;1991;;Americas
9827;Cape Verde;gini;GINI index;1991;;
9828;Cayman Islands;gini;GINI index;1991;;Americas
9829;Central African Rep.;gini;GINI index;1991;;Africa
9830;Chad;gini;GINI index;1991;;Africa
9831;Channel Islands;gini;GINI index;1991;;
9832;Chile;gini;GINI index;1991;;Americas
9833;China;gini;GINI index;1991;;Asia
9834;Christmas Island;gini;GINI index;1991;;
9835;Cocos Island;gini;GINI index;1991;;
9836;Colombia;gini;GINI index;1991;51.32;Americas
9837;Comoros;gini;GINI index;1991;;Africa
9838;Congo Dem. Rep.;gini;GINI index;1991;;
9839;Congo Rep.;gini;GINI index;1991;;
9840;Cook Is;gini;GINI index;1991;;
9841;Costa Rica;gini;GINI index;1991;46.65;Americas
9842;Cote d'Ivoire;gini;GINI index;1991;;
9843;Croatia;gini;GINI index;1991;;Europe
9844;Cuba;gini;GINI index;1991;;Americas
9845;Cyprus;gini;GINI index;1991;;Asia
9846;Czech Republic;gini;GINI index;1991;;Europe
9847;Czechoslovakia;gini;GINI index;1991;;
9848;Denmark;gini;GINI index;1991;;Europe
9849;Djibouti;gini;GINI index;1991;;Africa
9850;Dominica;gini;GINI index;1991;;Americas
9851;Dominican Rep.;gini;GINI index;1991;;Americas
9852;East Germany;gini;GINI index;1991;;
9853;Ecuador;gini;GINI index;1991;;Americas
9854;Egypt;gini;GINI index;1991;32.0;Africa
9855;El Salvador;gini;GINI index;1991;53.97;Americas
9856;Equatorial Guinea;gini;GINI index;1991;;Africa
9857;Eritrea;gini;GINI index;1991;;Africa
9858;Eritrea and Ethiopia;gini;GINI index;1991;;
9859;Estonia;gini;GINI index;1991;;Europe
9860;Ethiopia;gini;GINI index;1991;;Africa
9861;Faeroe Islands;gini;GINI index;1991;;
9862;Falkland Is (Malvinas);gini;GINI index;1991;;
9863;Fiji;gini;GINI index;1991;;Oceania
9864;Finland;gini;GINI index;1991;;Europe
9865;France;gini;GINI index;1991;;Europe
9866;French Guiana;gini;GINI index;1991;;Americas
9867;French Polynesia;gini;GINI index;1991;;Oceania
9868;Gabon;gini;GINI index;1991;;Africa
9869;Gambia;gini;GINI index;1991;;Africa
9870;Georgia;gini;GINI index;1991;;Asia
9871;Germany;gini;GINI index;1991;;Europe
9872;Ghana;gini;GINI index;1991;;Africa
9873;Gibraltar;gini;GINI index;1991;;Europe
9874;Greece;gini;GINI index;1991;;Europe
9875;Greenland;gini;GINI index;1991;;Americas
9876;Grenada;gini;GINI index;1991;;Americas
9877;Guadeloupe;gini;GINI index;1991;;Americas
9878;Guam;gini;GINI index;1991;;Oceania
9879;Guatemala;gini;GINI index;1991;;Americas
9880;Guernsey;gini;GINI index;1991;;Europe
9881;Guinea;gini;GINI index;1991;46.84;Africa
9882;Guinea-Bissau;gini;GINI index;1991;;Africa
9883;Guyana;gini;GINI index;1991;;Americas
