;name;indicator;indicator2;year;value;region
2841;Nepal;gini;GINI index;1999;;Asia
2842;Netherlands;gini;GINI index;1999;30.9;Europe
2843;New Zealand;gini;GINI index;1999;;Oceania
2844;Nicaragua;gini;GINI index;1999;;Americas
2845;Niger;gini;GINI index;1999;;Africa
2846;Nigeria;gini;GINI index;1999;;Africa
2847;Norway;gini;GINI index;1999;;Europe
2848;Pakistan;gini;GINI index;1999;33.02;Asia
2849;Panama;gini;GINI index;1999;54.5;Americas
2850;Papua New Guinea;gini;GINI index;1999;;Oceania
2851;Paraguay;gini;GINI index;1999;56.85;Americas
2852;Peru;gini;GINI index;1999;56.70000076293945;Americas
2853;Philippines;gini;GINI index;1999;;Asia
2854;Poland;gini;GINI index;1999;33.08;Europe
2855;Portugal;gini;GINI index;1999;;Europe
2856;Romania;gini;GINI index;1999;29.399999618530273;Europe
2857;Russia;gini;GINI index;1999;37.48;Europe
2858;Rwanda;gini;GINI index;1999;;Africa
2859;Saint Lucia;gini;GINI index;1999;;Americas
2860;Senegal;gini;GINI index;1999;;Africa
2861;Sierra Leone;gini;GINI index;1999;;Africa
2862;Singapore;gini;GINI index;1999;;Asia
2863;Slovak Republic;gini;GINI index;1999;;
2864;Slovenia;gini;GINI index;1999;26.399999618530273;Europe
2865;South Africa;gini;GINI index;1999;;Africa
2866;Spain;gini;GINI index;1999;;Europe
2867;Sri Lanka;gini;GINI index;1999;31.799999237060547;Asia
2868;Suriname;gini;GINI index;1999;52.88;Americas
2869;Swaziland;gini;GINI index;1999;;Africa
2870;Sweden;gini;GINI index;1999;;Europe
2871;Switzerland;gini;GINI index;1999;;Europe
2872;Tajikistan;gini;GINI index;1999;31.52;Asia
2873;Tanzania;gini;GINI index;1999;;
2874;Thailand;gini;GINI index;1999;43.53;Asia
2875;Timor-Leste;gini;GINI index;1999;;Asia
2876;Togo;gini;GINI index;1999;;Africa
2877;Trinidad and Tobago;gini;GINI index;1999;;Americas
2878;Tunisia;gini;GINI index;1999;;Africa
2879;Turkey;gini;GINI index;1999;;Asia
2880;Turkmenistan;gini;GINI index;1999;;Asia
2881;Uganda;gini;GINI index;1999;43.07;Africa
2882;Ukraine;gini;GINI index;1999;28.96;Europe
2883;United Kingdom;gini;GINI index;1999;35.97368472;
2884;United States;gini;GINI index;1999;45.79999923706055;
2885;Uruguay;gini;GINI index;1999;;Americas
2886;Uzbekistan;gini;GINI index;1999;;Asia
2887;Venezuela;gini;GINI index;1999;46.900001525878906;
2888;Vietnam;gini;GINI index;1999;;
2889;Yemen Rep.;gini;GINI index;1999;33.44;
2890;Zambia;gini;GINI index;1999;;Africa
2891;Zimbabwe;gini;GINI index;1999;;Africa
2892;Albania;gini;GINI index;2000;;Europe
2893;Algeria;gini;GINI index;2000;;Africa
2894;Angola;gini;GINI index;2000;58.64;Africa
2895;Argentina;gini;GINI index;2000;50.400001525878906;Americas
2896;Armenia;gini;GINI index;2000;;Asia
2897;Australia;gini;GINI index;2000;;Oceania
2898;Austria;gini;GINI index;2000;29.148000000000003;Europe
2899;Azerbaijan;gini;GINI index;2000;;Asia
2900;Bangladesh;gini;GINI index;2000;30.72;Asia
2901;Belarus;gini;GINI index;2000;30.35;Europe
2902;Belgium;gini;GINI index;2000;32.9658;Europe
2903;Benin;gini;GINI index;2000;;Africa
2904;Bhutan;gini;GINI index;2000;;Asia
2905;Bolivia;gini;GINI index;2000;59.099998474121094;
2906;Bosnia and Herzegovina;gini;GINI index;2000;;Europe
2907;Botswana;gini;GINI index;2000;;Africa
2908;Brazil;gini;GINI index;2000;;Americas
2909;Bulgaria;gini;GINI index;2000;33.099998474121094;Europe
2910;Burkina Faso;gini;GINI index;2000;;Africa
2911;Burundi;gini;GINI index;2000;;Africa
2912;Cambodia;gini;GINI index;2000;;Asia
2913;Cameroon;gini;GINI index;2000;;Africa
2914;Canada;gini;GINI index;2000;32.562;Americas
2915;Cape Verde;gini;GINI index;2000;;
2916;Central African Rep.;gini;GINI index;2000;;Africa
2917;Chad;gini;GINI index;2000;;Africa
2918;Chile;gini;GINI index;2000;55.36;Americas
2919;China;gini;GINI index;2000;40.70000076293945;Asia
2920;Colombia;gini;GINI index;2000;57.5;Americas
2921;Comoros;gini;GINI index;2000;;Africa
2922;Congo Dem. Rep.;gini;GINI index;2000;;
2923;Congo Rep.;gini;GINI index;2000;;
2924;Costa Rica;gini;GINI index;2000;46.6;Americas
2925;Cote d'Ivoire;gini;GINI index;2000;;
2926;Croatia;gini;GINI index;2000;31.299999237060547;Europe
2927;Czech Republic;gini;GINI index;2000;28.100000381469727;Europe
2928;Denmark;gini;GINI index;2000;23.700000762939453;Europe
2929;Djibouti;gini;GINI index;2000;;Africa
2930;Dominican Rep.;gini;GINI index;2000;52.11;Americas
2931;Ecuador;gini;GINI index;2000;56.0;Americas
2932;Egypt;gini;GINI index;2000;32.76;Africa
2933;El Salvador;gini;GINI index;2000;51.92;Americas
2934;Estonia;gini;GINI index;2000;37.0;Europe
2935;Ethiopia;gini;GINI index;2000;30.0;Africa
2936;Finland;gini;GINI index;2000;26.88;Europe
2937;France;gini;GINI index;2000;31.100000381469727;Europe
2938;Gabon;gini;GINI index;2000;;Africa
2939;Gambia;gini;GINI index;2000;;Africa
2940;Georgia;gini;GINI index;2000;41.099998474121094;Asia
2941;Germany;gini;GINI index;2000;28.31;Europe
2942;Ghana;gini;GINI index;2000;;Africa
2943;Greece;gini;GINI index;2000;34.266;Europe
2944;Guatemala;gini;GINI index;2000;54.97;Americas
2945;Guinea;gini;GINI index;2000;;Africa
2946;Guinea-Bissau;gini;GINI index;2000;;Africa
2947;Guyana;gini;GINI index;2000;;Americas
2948;Haiti;gini;GINI index;2000;;Americas
2949;Honduras;gini;GINI index;2000;;Americas
2950;Hong Kong;gini;GINI index;2000;;Asia
2951;Hungary;gini;GINI index;2000;31.600000381469727;Europe
2952;India;gini;GINI index;2000;32.0;Asia
2953;Indonesia;gini;GINI index;2000;;Asia
2954;Iran;gini;GINI index;2000;44.099998474121094;
2955;Ireland;gini;GINI index;2000;34.2768;Europe
2956;Israel;gini;GINI index;2000;;Asia
2957;Italy;gini;GINI index;2000;36.033146;Europe
2958;Jamaica;gini;GINI index;2000;;Americas
2959;Japan;gini;GINI index;2000;;Asia
2960;Jordan;gini;GINI index;2000;;Asia
2961;Kazakhstan;gini;GINI index;2000;;Asia
2962;Kenya;gini;GINI index;2000;;Africa
2963;South Korea;gini;GINI index;2000;;
2964;Kyrgyzstan;gini;GINI index;2000;31.399999618530273;Asia
2965;Laos;gini;GINI index;2000;;Asia
2966;Latvia;gini;GINI index;2000;35.79999923706055;Europe
2967;Lesotho;gini;GINI index;2000;;Africa
2968;Liberia;gini;GINI index;2000;;Africa
2969;Lithuania;gini;GINI index;2000;33.0;Europe
2970;Luxembourg;gini;GINI index;2000;30.760253000000002;Europe
2971;Macedonia;gini;GINI index;2000;33.0;
2972;Madagascar;gini;GINI index;2000;;Africa
2973;Malawi;gini;GINI index;2000;;Africa
2974;Malaysia;gini;GINI index;2000;47.900001525878906;Asia
2975;Mali;gini;GINI index;2000;;Africa
2976;Mauritania;gini;GINI index;2000;39.04;Africa
2977;Mexico;gini;GINI index;2000;51.87;Americas
2978;Mexico;gini;GINI index;2000;51.87;Americas
2979;Moldova;gini;GINI index;2000;38.099998474121094;
2980;Mongolia;gini;GINI index;2000;32.5;Asia
2981;Morocco;gini;GINI index;2000;;Africa
2982;Mozambique;gini;GINI index;2000;;Africa
2983;Namibia;gini;GINI index;2000;;Africa
2984;Nepal;gini;GINI index;2000;;Asia
2985;Netherlands;gini;GINI index;2000;;Europe
2986;New Zealand;gini;GINI index;2000;;Oceania
2987;Nicaragua;gini;GINI index;2000;;Americas
2988;Niger;gini;GINI index;2000;;Africa
2989;Nigeria;gini;GINI index;2000;;Africa
2990;Norway;gini;GINI index;2000;25.79;Europe
2991;Pakistan;gini;GINI index;2000;;Asia
2992;Panama;gini;GINI index;2000;56.56;Americas
2993;Papua New Guinea;gini;GINI index;2000;;Oceania
2994;Paraguay;gini;GINI index;2000;;Americas
2995;Peru;gini;GINI index;2000;50.79999923706055;Americas
2996;Philippines;gini;GINI index;2000;46.09;Asia
2997;Poland;gini;GINI index;2000;34.70000076293945;Europe
2998;Portugal;gini;GINI index;2000;;Europe
2999;Romania;gini;GINI index;2000;30.25;Europe
3000;Russia;gini;GINI index;2000;44.70000076293945;Europe
3001;Rwanda;gini;GINI index;2000;46.68;Africa
3002;Saint Lucia;gini;GINI index;2000;;Americas
3003;Senegal;gini;GINI index;2000;;Africa
3004;Sierra Leone;gini;GINI index;2000;;Africa
3005;Singapore;gini;GINI index;2000;;Asia
3006;Slovak Republic;gini;GINI index;2000;;
3007;Slovenia;gini;GINI index;2000;;Europe
3008;South Africa;gini;GINI index;2000;57.77;Africa
3009;Spain;gini;GINI index;2000;34.6612;Europe
3010;Sri Lanka;gini;GINI index;2000;;Asia
3011;Suriname;gini;GINI index;2000;;Americas
3012;Swaziland;gini;GINI index;2000;;Africa
3013;Sweden;gini;GINI index;2000;25.0;Europe
3014;Switzerland;gini;GINI index;2000;33.681999999999995;Europe
3015;Tajikistan;gini;GINI index;2000;;Asia
3016;Tanzania;gini;GINI index;2000;34.62;
3017;Thailand;gini;GINI index;2000;42.79999923706055;Asia
3018;Timor-Leste;gini;GINI index;2000;;Asia
3019;Togo;gini;GINI index;2000;;Africa
3020;Trinidad and Tobago;gini;GINI index;2000;;Americas
3021;Tunisia;gini;GINI index;2000;40.81;Africa
3022;Turkey;gini;GINI index;2000;40.099998474121094;Asia
3023;Turkmenistan;gini;GINI index;2000;;Asia
3024;Uganda;gini;GINI index;2000;;Africa
3025;Ukraine;gini;GINI index;2000;33.29999923706055;Europe
3026;United Kingdom;gini;GINI index;2000;37.5;
3027;United States;gini;GINI index;2000;40.81;
3028;Uruguay;gini;GINI index;2000;44.56;Americas
3029;Uzbekistan;gini;GINI index;2000;28.0;Asia
3030;Venezuela;gini;GINI index;2000;44.099998474121094;
3031;Vietnam;gini;GINI index;2000;;
3032;Yemen Rep.;gini;GINI index;2000;;
3033;Zambia;gini;GINI index;2000;;Africa
3034;Zimbabwe;gini;GINI index;2000;;Africa
3035;Albania;gini;GINI index;2001;;Europe
3036;Algeria;gini;GINI index;2001;;Africa
3037;Angola;gini;GINI index;2001;;Africa
3038;Argentina;gini;GINI index;2001;52.20000076293945;Americas
3039;Armenia;gini;GINI index;2001;30.399999618530273;Asia
3040;Australia;gini;GINI index;2001;33.20000076293945;Oceania
3041;Austria;gini;GINI index;2001;;Europe
3042;Azerbaijan;gini;GINI index;2001;36.5;Asia
3043;Bangladesh;gini;GINI index;2001;;Asia
3044;Belarus;gini;GINI index;2001;29.799999237060547;Europe
3045;Belgium;gini;GINI index;2001;;Europe
3046;Benin;gini;GINI index;2001;;Africa
3047;Bhutan;gini;GINI index;2001;;Asia
3048;Bolivia;gini;GINI index;2001;54.900001525878906;
3049;Bosnia and Herzegovina;gini;GINI index;2001;28.03;Europe
3050;Botswana;gini;GINI index;2001;;Africa
3051;Brazil;gini;GINI index;2001;58.69;Americas
3052;Bulgaria;gini;GINI index;2001;34.34;Europe
3053;Burkina Faso;gini;GINI index;2001;;Africa
3054;Burundi;gini;GINI index;2001;;Africa
3055;Cambodia;gini;GINI index;2001;;Asia
3056;Cameroon;gini;GINI index;2001;44.56;Africa
3057;Canada;gini;GINI index;2001;;Americas
3058;Cape Verde;gini;GINI index;2001;50.52;
3059;Central African Rep.;gini;GINI index;2001;;Africa
3060;Chad;gini;GINI index;2001;;Africa
3061;Chile;gini;GINI index;2001;;Americas
3062;China;gini;GINI index;2001;41.5;Asia
3063;Colombia;gini;GINI index;2001;56.5;Americas
3064;Comoros;gini;GINI index;2001;;Africa
3065;Congo Dem. Rep.;gini;GINI index;2001;;
3066;Congo Rep.;gini;GINI index;2001;;
3067;Costa Rica;gini;GINI index;2001;49.96;Americas
3068;Cote d'Ivoire;gini;GINI index;2001;;
3069;Croatia;gini;GINI index;2001;31.1;Europe
3070;Czech Republic;gini;GINI index;2001;;Europe
3071;Denmark;gini;GINI index;2001;;Europe
3072;Djibouti;gini;GINI index;2001;;Africa
3073;Dominican Rep.;gini;GINI index;2001;50.400001525878906;Americas
3074;Ecuador;gini;GINI index;2001;;Americas
3075;Egypt;gini;GINI index;2001;;Africa
3076;El Salvador;gini;GINI index;2001;52.5;Americas
3077;Estonia;gini;GINI index;2001;37.900001525878906;Europe
3078;Ethiopia;gini;GINI index;2001;;Africa
3079;Finland;gini;GINI index;2001;;Europe
3080;France;gini;GINI index;2001;;Europe
3081;Gabon;gini;GINI index;2001;;Africa
3082;Gambia;gini;GINI index;2001;;Africa
3083;Georgia;gini;GINI index;2001;39.0;Asia
3084;Germany;gini;GINI index;2001;;Europe
3085;Ghana;gini;GINI index;2001;;Africa
3086;Greece;gini;GINI index;2001;;Europe
3087;Guatemala;gini;GINI index;2001;;Americas
3088;Guinea;gini;GINI index;2001;;Africa
3089;Guinea-Bissau;gini;GINI index;2001;;Africa
3090;Guyana;gini;GINI index;2001;;Americas
3091;Haiti;gini;GINI index;2001;59.5;Americas
3092;Honduras;gini;GINI index;2001;54.099998474121094;Americas
3093;Hong Kong;gini;GINI index;2001;;Asia
3094;Hungary;gini;GINI index;2001;31.200000762939453;Europe
3095;India;gini;GINI index;2001;;Asia
3096;Indonesia;gini;GINI index;2001;;Asia
3097;Iran;gini;GINI index;2001;44.900001525878906;
3098;Ireland;gini;GINI index;2001;;Europe
3099;Israel;gini;GINI index;2001;39.1998;Asia
3100;Italy;gini;GINI index;2001;;Europe
3101;Jamaica;gini;GINI index;2001;62.29999923706055;Americas
3102;Japan;gini;GINI index;2001;;Asia
3103;Jordan;gini;GINI index;2001;;Asia
3104;Kazakhstan;gini;GINI index;2001;31.3;Asia
3105;Kenya;gini;GINI index;2001;;Africa
3106;South Korea;gini;GINI index;2001;;
3107;Kyrgyzstan;gini;GINI index;2001;35.0;Asia
3108;Laos;gini;GINI index;2001;;Asia
3109;Latvia;gini;GINI index;2001;;Europe
3110;Lesotho;gini;GINI index;2001;;Africa
3111;Liberia;gini;GINI index;2001;;Africa
3112;Lithuania;gini;GINI index;2001;32.400001525878906;Europe
3113;Luxembourg;gini;GINI index;2001;;Europe
3114;Macedonia;gini;GINI index;2001;34.44;
3115;Madagascar;gini;GINI index;2001;47.47;Africa
3116;Malawi;gini;GINI index;2001;;Africa
3117;Malaysia;gini;GINI index;2001;;Asia
3118;Mali;gini;GINI index;2001;40.01;Africa
3119;Mauritania;gini;GINI index;2001;;Africa
3120;Mexico;gini;GINI index;2001;;Americas
3121;Moldova;gini;GINI index;2001;37.400001525878906;
3122;Mongolia;gini;GINI index;2001;;Asia
3123;Morocco;gini;GINI index;2001;40.63;Africa
3124;Mozambique;gini;GINI index;2001;;Africa
3125;Namibia;gini;GINI index;2001;;Africa
3126;Nepal;gini;GINI index;2001;;Asia
3127;Netherlands;gini;GINI index;2001;;Europe
3128;New Zealand;gini;GINI index;2001;;Oceania
3129;Nicaragua;gini;GINI index;2001;50.3;Americas
3130;Nicaragua;gini;GINI index;2001;50.3;Americas
3131;Niger;gini;GINI index;2001;;Africa
3132;Nigeria;gini;GINI index;2001;;Africa
3133;Norway;gini;GINI index;2001;;Europe
3134;Pakistan;gini;GINI index;2001;29.0;Asia
3135;Panama;gini;GINI index;2001;56.5;Americas
3136;Papua New Guinea;gini;GINI index;2001;;Oceania
3137;Paraguay;gini;GINI index;2001;55.79999923706055;Americas
3138;Peru;gini;GINI index;2001;53.0;Americas
3139;Philippines;gini;GINI index;2001;;Asia
3140;Poland;gini;GINI index;2001;36.0;Europe
3141;Portugal;gini;GINI index;2001;;Europe
3142;Romania;gini;GINI index;2001;39.5;Europe
3143;Russia;gini;GINI index;2001;39.70000076293945;Europe
3144;Rwanda;gini;GINI index;2001;;Africa
3145;Saint Lucia;gini;GINI index;2001;;Americas
3146;Senegal;gini;GINI index;2001;41.25;Africa
3147;Sierra Leone;gini;GINI index;2001;;Africa
3148;Singapore;gini;GINI index;2001;;Asia
3149;Slovak Republic;gini;GINI index;2001;;
3150;Slovenia;gini;GINI index;2001;;Europe
3151;South Africa;gini;GINI index;2001;;Africa
3152;Spain;gini;GINI index;2001;;Europe
3153;Sri Lanka;gini;GINI index;2001;;Asia
3154;Suriname;gini;GINI index;2001;52.79999923706055;Americas
3155;Swaziland;gini;GINI index;2001;50.68;Africa
3156;Sweden;gini;GINI index;2001;;Europe
3157;Switzerland;gini;GINI index;2001;;Europe
3158;Tajikistan;gini;GINI index;2001;;Asia
3159;Tanzania;gini;GINI index;2001;34.400001525878906;
3160;Thailand;gini;GINI index;2001;;Asia
3161;Timor-Leste;gini;GINI index;2001;39.52;Asia
3162;Timor-Leste;gini;GINI index;2001;39.52;Asia
3163;Togo;gini;GINI index;2001;;Africa
3164;Trinidad and Tobago;gini;GINI index;2001;;Americas
3165;Tunisia;gini;GINI index;2001;;Africa
3166;Turkey;gini;GINI index;2001;;Asia
3167;Turkmenistan;gini;GINI index;2001;;Asia
3168;Uganda;gini;GINI index;2001;;Africa
3169;Ukraine;gini;GINI index;2001;32.70000076293945;Europe
3170;United Kingdom;gini;GINI index;2001;37.099998474121094;
3171;United States;gini;GINI index;2001;46.599998474121094;
3172;Uruguay;gini;GINI index;2001;44.96;Americas
3173;Uzbekistan;gini;GINI index;2001;;Asia
3174;Venezuela;gini;GINI index;2001;46.400001525878906;
3175;Vietnam;gini;GINI index;2001;;
3176;Yemen Rep.;gini;GINI index;2001;;
3177;Zambia;gini;GINI index;2001;;Africa
3178;Zimbabwe;gini;GINI index;2001;;Africa
3179;Albania;gini;GINI index;2002;28.15;Europe
3180;Algeria;gini;GINI index;2002;;Africa
3181;Angola;gini;GINI index;2002;;Africa
3182;Argentina;gini;GINI index;2002;52.52;Americas
3183;Armenia;gini;GINI index;2002;35.66;Asia
3184;Australia;gini;GINI index;2002;33.099998474121094;Oceania
3185;Austria;gini;GINI index;2002;;Europe
3186;Azerbaijan;gini;GINI index;2002;18.799999237060547;Asia
3187;Bangladesh;gini;GINI index;2002;;Asia
3188;Belarus;gini;GINI index;2002;29.73;Europe
3189;Belgium;gini;GINI index;2002;;Europe
3190;Benin;gini;GINI index;2002;;Africa
3191;Bhutan;gini;GINI index;2002;;Asia
3192;Bolivia;gini;GINI index;2002;60.24;
3193;Bosnia and Herzegovina;gini;GINI index;2002;;Europe
3194;Botswana;gini;GINI index;2002;;Africa
3195;Brazil;gini;GINI index;2002;58.23;Americas
3196;Bulgaria;gini;GINI index;2002;35.099998474121094;Europe
3197;Burkina Faso;gini;GINI index;2002;;Africa
3198;Burundi;gini;GINI index;2002;;Africa
3199;Cambodia;gini;GINI index;2002;;Asia
3200;Cameroon;gini;GINI index;2002;44.099998474121094;Africa
3201;Canada;gini;GINI index;2002;;Americas
3202;Cape Verde;gini;GINI index;2002;73.5;
3203;Central African Rep.;gini;GINI index;2002;;Africa
3204;Chad;gini;GINI index;2002;39.5;Africa
3205;Chile;gini;GINI index;2002;;Americas
3206;China;gini;GINI index;2002;53.599998474121094;Asia
3207;Colombia;gini;GINI index;2002;57.400001525878906;Americas
3208;Comoros;gini;GINI index;2002;44.099998474121094;Africa
3209;Congo Dem. Rep.;gini;GINI index;2002;;
3210;Congo Rep.;gini;GINI index;2002;;
3211;Costa Rica;gini;GINI index;2002;49.79999923706055;Americas
3212;Cote d'Ivoire;gini;GINI index;2002;48.39;
3213;Croatia;gini;GINI index;2002;;Europe
3214;Czech Republic;gini;GINI index;2002;27.0;Europe
3215;Denmark;gini;GINI index;2002;;Europe
3216;Djibouti;gini;GINI index;2002;39.96;Africa
3217;Dominican Rep.;gini;GINI index;2002;50.0;Americas
3218;Ecuador;gini;GINI index;2002;;Americas
3219;Egypt;gini;GINI index;2002;;Africa
3220;El Salvador;gini;GINI index;2002;52.32;Americas
3221;Estonia;gini;GINI index;2002;36.81;Europe
3222;Ethiopia;gini;GINI index;2002;;Africa
3223;Finland;gini;GINI index;2002;;Europe
3224;France;gini;GINI index;2002;24.0;Europe
3225;Gabon;gini;GINI index;2002;;Africa
3226;Gambia;gini;GINI index;2002;;Africa
3227;Georgia;gini;GINI index;2002;40.31;Asia
3228;Germany;gini;GINI index;2002;;Europe
3229;Ghana;gini;GINI index;2002;;Africa
3230;Greece;gini;GINI index;2002;;Europe
3231;Guatemala;gini;GINI index;2002;55.34;Americas
3232;Guinea;gini;GINI index;2002;;Africa
3233;Guinea-Bissau;gini;GINI index;2002;35.52;Africa
3234;Guyana;gini;GINI index;2002;;Americas
3235;Haiti;gini;GINI index;2002;;Americas
3236;Honduras;gini;GINI index;2002;57.79999923706055;Americas
3237;Hong Kong;gini;GINI index;2002;49.5;Asia
3238;Hungary;gini;GINI index;2002;26.82;Europe
3239;India;gini;GINI index;2002;;Asia
3240;Indonesia;gini;GINI index;2002;34.29999923706055;Asia
3241;Iran;gini;GINI index;2002;44.900001525878906;
3242;Ireland;gini;GINI index;2002;;Europe
3243;Israel;gini;GINI index;2002;;Asia
3244;Italy;gini;GINI index;2002;32.79999923706055;Europe
3245;Jamaica;gini;GINI index;2002;48.34;Americas
3246;Jamaica;gini;GINI index;2002;48.34;Americas
3247;Japan;gini;GINI index;2002;25.799999237060547;Asia
3248;Jordan;gini;GINI index;2002;38.599998474121094;Asia
3249;Kazakhstan;gini;GINI index;2002;34.95;Asia
3250;Kenya;gini;GINI index;2002;;Africa
3251;South Korea;gini;GINI index;2002;;
3252;Kyrgyzstan;gini;GINI index;2002;31.67;Asia
3253;Laos;gini;GINI index;2002;32.63;Asia
3254;Latvia;gini;GINI index;2002;35.91;Europe
3255;Lesotho;gini;GINI index;2002;52.0;Africa
3256;Liberia;gini;GINI index;2002;;Africa
3257;Lithuania;gini;GINI index;2002;32.33;Europe
3258;Luxembourg;gini;GINI index;2002;;Europe
3259;Macedonia;gini;GINI index;2002;41.20000076293945;
3260;Madagascar;gini;GINI index;2002;;Africa
3261;Malawi;gini;GINI index;2002;;Africa
3262;Malaysia;gini;GINI index;2002;;Asia
3263;Mali;gini;GINI index;2002;;Africa
3264;Mauritania;gini;GINI index;2002;;Africa
3265;Mexico;gini;GINI index;2002;49.68;Americas
3266;Mexico;gini;GINI index;2002;49.68;Americas
3267;Moldova;gini;GINI index;2002;36.87;
3268;Mongolia;gini;GINI index;2002;32.84;Asia
3269;Morocco;gini;GINI index;2002;;Africa
3270;Mozambique;gini;GINI index;2002;46.400001525878906;Africa
3271;Namibia;gini;GINI index;2002;;Africa
3272;Nepal;gini;GINI index;2002;;Asia
3273;Netherlands;gini;GINI index;2002;;Europe
3274;New Zealand;gini;GINI index;2002;;Oceania
3275;Nicaragua;gini;GINI index;2002;;Americas
3276;Niger;gini;GINI index;2002;;Africa
3277;Nigeria;gini;GINI index;2002;;Africa
3278;Norway;gini;GINI index;2002;;Europe
3279;Pakistan;gini;GINI index;2002;30.39;Asia
3280;Panama;gini;GINI index;2002;56.51;Americas
3281;Papua New Guinea;gini;GINI index;2002;;Oceania
3282;Paraguay;gini;GINI index;2002;57.98;Americas
3283;Peru;gini;GINI index;2002;54.65;Americas
3284;Philippines;gini;GINI index;2002;;Asia
3285;Poland;gini;GINI index;2002;34.05;Europe
3286;Portugal;gini;GINI index;2002;;Europe
3287;Romania;gini;GINI index;2002;31.46;Europe
3288;Russia;gini;GINI index;2002;35.7;Europe
3289;Rwanda;gini;GINI index;2002;;Africa
3290;Saint Lucia;gini;GINI index;2002;;Americas
3291;Senegal;gini;GINI index;2002;;Africa
3292;Sierra Leone;gini;GINI index;2002;;Africa
3293;Singapore;gini;GINI index;2002;;Asia
3294;Slovak Republic;gini;GINI index;2002;;
3295;Slovenia;gini;GINI index;2002;29.15;Europe
3296;South Africa;gini;GINI index;2002;;Africa
3297;Spain;gini;GINI index;2002;;Europe
3298;Sri Lanka;gini;GINI index;2002;41.06;Asia
3299;Suriname;gini;GINI index;2002;;Americas
3300;Swaziland;gini;GINI index;2002;;Africa
3301;Sweden;gini;GINI index;2002;;Europe
3302;Switzerland;gini;GINI index;2002;31.799999237060547;Europe
3303;Tajikistan;gini;GINI index;2002;;Asia
3304;Tanzania;gini;GINI index;2002;;
3305;Thailand;gini;GINI index;2002;41.96;Asia
3306;Timor-Leste;gini;GINI index;2002;;Asia
3307;Togo;gini;GINI index;2002;;Africa
3308;Trinidad and Tobago;gini;GINI index;2002;;Americas
3309;Tunisia;gini;GINI index;2002;;Africa
3310;Turkey;gini;GINI index;2002;42.71;Asia
3311;Turkmenistan;gini;GINI index;2002;42.70000076293945;Asia
3312;Uganda;gini;GINI index;2002;45.77;Africa
3313;Ukraine;gini;GINI index;2002;28.28;Europe
3314;United Kingdom;gini;GINI index;2002;36.599998474121094;
3315;United States;gini;GINI index;2002;46.20000076293945;
3316;Uruguay;gini;GINI index;2002;46.599998474121094;Americas
3317;Uzbekistan;gini;GINI index;2002;34.55;Asia
3318;Venezuela;gini;GINI index;2002;47.400001525878906;
3319;Vietnam;gini;GINI index;2002;37.55;
3320;Yemen Rep.;gini;GINI index;2002;;
3321;Zambia;gini;GINI index;2002;41.599998474121094;Africa
3322;Zimbabwe;gini;GINI index;2002;;Africa
3323;Albania;gini;GINI index;2003;;Europe
3324;Algeria;gini;GINI index;2003;;Africa
3325;Angola;gini;GINI index;2003;;Africa
3326;Argentina;gini;GINI index;2003;52.599998474121094;Americas
3327;Armenia;gini;GINI index;2003;33.8;Asia
3328;Australia;gini;GINI index;2003;33.20000076293945;Oceania
3329;Austria;gini;GINI index;2003;;Europe
3330;Azerbaijan;gini;GINI index;2003;21.0;Asia
3331;Bangladesh;gini;GINI index;2003;;Asia
3332;Belarus;gini;GINI index;2003;;Europe
3333;Belgium;gini;GINI index;2003;;Europe
3334;Benin;gini;GINI index;2003;38.62;Africa
3335;Bhutan;gini;GINI index;2003;46.83;Asia
3336;Bolivia;gini;GINI index;2003;54.5;
3337;Bosnia and Herzegovina;gini;GINI index;2003;;Europe
3338;Botswana;gini;GINI index;2003;;Africa
3339;Brazil;gini;GINI index;2003;57.61;Americas
3340;Bulgaria;gini;GINI index;2003;29.24;Europe
3341;Burkina Faso;gini;GINI index;2003;39.6;Africa
3342;Burundi;gini;GINI index;2003;;Africa
3343;Cambodia;gini;GINI index;2003;;Asia
3344;Cameroon;gini;GINI index;2003;;Africa
3345;Canada;gini;GINI index;2003;;Americas
3346;Cape Verde;gini;GINI index;2003;;
3347;Central African Rep.;gini;GINI index;2003;43.57;Africa
3348;Chad;gini;GINI index;2003;39.78;Africa
3349;Chile;gini;GINI index;2003;54.92;Americas
3350;China;gini;GINI index;2003;47.0;Asia
3351;Colombia;gini;GINI index;2003;58.83;Americas
3352;Comoros;gini;GINI index;2003;;Africa
3353;Congo Dem. Rep.;gini;GINI index;2003;;
3354;Congo Rep.;gini;GINI index;2003;;
3355;Costa Rica;gini;GINI index;2003;49.76;Americas
3356;Cote d'Ivoire;gini;GINI index;2003;;
3357;Croatia;gini;GINI index;2003;;Europe
3358;Czech Republic;gini;GINI index;2003;;Europe
3359;Denmark;gini;GINI index;2003;;Europe
3360;Djibouti;gini;GINI index;2003;;Africa
3361;Dominican Rep.;gini;GINI index;2003;51.88;Americas
3362;Ecuador;gini;GINI index;2003;61.78;Americas
3363;Egypt;gini;GINI index;2003;;Africa
3364;El Salvador;gini;GINI index;2003;49.37;Americas
3365;Estonia;gini;GINI index;2003;36.29999923706055;Europe
3366;Ethiopia;gini;GINI index;2003;;Africa
3367;Finland;gini;GINI index;2003;;Europe
3368;France;gini;GINI index;2003;;Europe
3369;Gabon;gini;GINI index;2003;;Africa
3370;Gambia;gini;GINI index;2003;47.28;Africa
